"event_id","sport_name","pre_play_turnover","in_play_turnover"
"2.100747614","Rugby League",18684.9,1530.86
"2.100747615","Rugby League",1698.94,400
"2.100747617","Rugby League",5528.58,2430.2
"2.100747618","Rugby League",5634.95,5.85
"2.100747644","Rugby League",10612.07,3127.61
"2.100747652","Rugby League",90556,135533.88
"2.100747653","Rugby League",23859.92,200
"2.100747654","Rugby League",1272.28,104.64
"2.100747656","Rugby League",3800.04,883.42
"2.100747683","Rugby League",12862.7,20
"2.100747707","Rugby League",77916.99,52806.09
"2.100747708","Rugby League",34817.43,317.63
"2.100747711","Rugby League",5410.44,3074.94
"2.100747746","Rugby League",84691.68,48499.24
"2.100747747","Rugby League",4508.02,29.38
"2.100747748","Rugby League",4938.28,43
"2.100747750","Rugby League",3021.34,1200.92
"2.100747766","Rugby League",148.3,4.5
"2.100747777","Rugby League",15285.41,75.75
"2.100747785","Rugby League",47952.42,8910.72
"2.100747786","Rugby League",12500.7,345.78
"2.100747788","Rugby League",6635.68,110.16
"2.100747789","Rugby League",814.54,424.28
"2.100747790","Rugby League",3956.3,4.12
"2.100747805","Rugby League",52.3,12.34
"2.100747824","Rugby League",93675.37,63941.21
"2.100747826","Rugby League",1863.39,216.25
"2.100747827","Rugby League",9998.06,60
"2.100747828","Rugby League",5395.92,4760.26
"2.100747829","Rugby League",5363.08,9
"2.100748174","Rugby Union",9414.31,13380.55
"2.100748175","Rugby Union",2962.34,13
"2.100748176","Rugby Union",146.14,4
"2.100748178","Rugby Union",3909.31,2188.29
"2.100748182","Rugby Union",6869.37,12698.01
"2.100748183","Rugby Union",1268.78,437.78
"2.100748184","Rugby Union",451.63,113.93
"2.100748186","Rugby Union",4508.44,4523.96
"2.100748190","Rugby Union",2862.7,20598.24
"2.100748191","Rugby Union",1965.74,448
"2.100748192","Rugby Union",309.88,843.42
"2.100748194","Rugby Union",1541.76,2238.32
"2.100748198","Rugby Union",10434.15,37137.39
"2.100748199","Rugby Union",842.52,37.58
"2.100748200","Rugby Union",1032.84,4924.66
"2.100748202","Rugby Union",9588.54,4198.52
"2.100748203","Rugby Union",134.74,134.64
"2.100748274","Rugby Union",3032.47,6799.09
"2.100748275","Rugby Union",996.5,975.08
"2.100748282","Rugby Union",350.56,2687.5
"2.100748286","Rugby Union",113.34,17
"2.100748374","Rugby Union",556.42,880.74
"2.100748382","Rugby Union",849.22,250.2
"2.100750421","Australian Rules",19592.52,114
"2.100751055","Australian Rules",274666.24,92936.72
"2.100751061","Australian Rules",46801.59,27.75
"2.100751062","Australian Rules",6196.72,200
"2.100751063","Australian Rules",4036.31,9.25
"2.100751065","Australian Rules",18088.28,139.68
"2.100751068","Australian Rules",7987.69,117.77
"2.100751073","Australian Rules",2806.22,2.94
"2.100751091","Australian Rules",5627.82,31.08
"2.100751111","Australian Rules",203429.06,142672.02
"2.100751117","Australian Rules",41095.24,58.18
"2.100751121","Australian Rules",9405.26,280.18
"2.100751143","Australian Rules",7887.33,541.73
"2.100751147","Australian Rules",2199.76,5.88
"2.100751186","Australian Rules",284434.2,165937.62
"2.100751192","Australian Rules",18632.48,76.4
"2.100751193","Australian Rules",2458.83,390.21
"2.100751196","Australian Rules",15555.82,123.8
"2.100751199","Australian Rules",6835.84,75.88
"2.100751204","Australian Rules",1583.48,8
"2.100751217","Australian Rules",11482.52,9.34
"2.100751218","Australian Rules",7549.94,36.58
"2.100751222","Australian Rules",3511.82,205.88
"2.100751226","Australian Rules",233091.76,223144.44
"2.100751232","Australian Rules",69582.18,4
"2.100751233","Australian Rules",7011.81,1590.57
"2.100751236","Australian Rules",16540.67,9.05
"2.100751239","Australian Rules",9633.27,165.61
"2.100751258","Australian Rules",10996.36,58
"2.100751262","Australian Rules",5096.76,5.88
"2.100751931","Rugby Union",318383.33,318968.27
"2.100751932","Rugby Union",70969.82,25535.18
"2.100751933","Rugby Union",13134.36,2610.1
"2.100751934","Rugby Union",2750.62,1058.1
"2.100751935","Rugby Union",8846.14,4043.4
"2.100751961","Rugby Union",150751.31,365119.45
"2.100751962","Rugby Union",24884.54,26981.98
"2.100751963","Rugby Union",4570.56,7372.68
"2.100751964","Rugby Union",3658.08,94.6
"2.100751965","Rugby Union",12668.3,12621.82
"2.100751967","Rugby Union",6324.5,150
"2.100751986","Rugby Union",394.44,254
"2.100751991","Rugby Union",3956.14,12010.22
"2.100751993","Rugby Union",48,100
"2.100751995","Rugby Union",2711.59,4028.63
"2.100751999","Rugby Union",9523.43,17488.87
"2.100752000","Rugby Union",944.12,92.62
"2.100752001","Rugby Union",4208.68,1334.04
"2.100752002","Rugby Union",38.22,365.2
"2.100752003","Rugby Union",4116.95,5798.39
"2.100752007","Rugby Union",12913.58,61368.94
"2.100752009","Rugby Union",5.86,1835.94
"2.100752011","Rugby Union",794.66,2052.2
"2.100752015","Rugby Union",12077.56,45484.24
"2.100752016","Rugby Union",5046.98,252.12
"2.100752017","Rugby Union",151,195.66
"2.100752018","Rugby Union",5.86,24
"2.100752019","Rugby Union",4157.94,6408.76
"2.100752023","Rugby Union",1109.37,1177.77
"2.100752031","Rugby Union",3215.68,4632.12
"2.100752039","Rugby Union",573,301.44
"2.100752043","Rugby Union",212.82,6.98
"2.100752047","Rugby Union",848.93,2533.13
"2.100752199","Australian Rules",19898.26,15.28
"2.100752203","Australian Rules",6412.25,167.63
"2.100752270","Australian Rules",6151.46,31.02
"2.100752272","Australian Rules",9485.69,12.91
"2.100752281","Australian Rules",6750.74,9.98
"2.100752306","Australian Rules",11623.83,337.45
"2.100754274","Australian Rules",386855.89,295954.61
"2.100754280","Australian Rules",45250.61,528.97
"2.100754281","Australian Rules",6339.12,58.48
"2.100754284","Australian Rules",14723.49,4.09
"2.100754287","Australian Rules",7972.4,58.48
"2.100754292","Australian Rules",2172.81,5.85
"2.100754305","Australian Rules",11888.15,4510.13
"2.100754309","Australian Rules",6295.91,5.69
"2.100754671","Rugby League",1289.68,42.12
"2.100754673","Rugby League",285751.7,302267.26
"2.100754674","Rugby League",12907.31,794.09
"2.100754675","Rugby League",8499.18,1058.28
"2.100754677","Rugby League",20336.72,3068.82
"2.100754678","Rugby League",20866.86,14.92
"2.100754681","Rugby League",3230.76,10
"2.100754712","Rugby League",184253.21,65478.05
"2.100754714","Rugby League",2280.46,517.08
"2.100754716","Rugby League",9413.32,1668.26
"2.100754743","Rugby League",27194.51,813.47
"2.100754751","Australian Rules",260975.94,223370.72
"2.100754757","Australian Rules",25826.92,314.46
"2.100754758","Australian Rules",4844.02,11.82
"2.100754759","Australian Rules",1389.86,120.02
"2.100754761","Australian Rules",25646.53,73.17
"2.100754781","Australian Rules",28647.19,71.87
"2.100754782","Australian Rules",8526.96,33.78
"2.100754791","Rugby League",217379.27,72281.97
"2.100754792","Rugby League",15614.02,37.9
"2.100754795","Rugby League",6829.22,2138.68
"2.100754796","Rugby League",4684.11,2.17
"2.100754830","Rugby League",281672.87,128144.55
"2.100754831","Rugby League",23088.14,263.94
"2.100754832","Rugby League",2186.64,8
"2.100754834","Rugby League",7456.3,1297.34
"2.100754835","Rugby League",12775.93,4.91
"2.100754850","Rugby League",827.99,8.73
"2.100754994","Rugby League",527.1,379.12
"2.100754998","Rugby League",131.44,3.46
"2.100755016","Rugby Union",172758.98,105074.18
"2.100755017","Rugby Union",43600.55,22681.59
"2.100755018","Rugby Union",6517.2,26266.38
"2.100755019","Rugby Union",1051.42,15
"2.100755020","Rugby Union",8546.34,6624.06
"2.100755042","Rugby Union",295.28,250
"2.100755048","Rugby Union",292068.12,212209.74
"2.100755049","Rugby Union",17897.63,8181.23
"2.100755050","Rugby Union",92907.44,39854.24
"2.100755051","Rugby Union",6412.86,452.58
"2.100755052","Rugby Union",3274.52,6971.32
"2.100755054","Rugby Union",2090.28,2
"2.100755073","Rugby Union",284.1,250
"2.100755299","Cricket",1223.46,2
"2.100755300","Cricket",3429.14,142.76
"2.100755301","Cricket",479772.48,105310.52
"2.100755304","Rugby Union",3900.52,12082.1
"2.100755305","Rugby Union",962.68,435.94
"2.100755308","Rugby Union",3392.35,4462.47
"2.100755312","Rugby Union",1131.63,3113.05
"2.100755313","Rugby Union",7815.98,1447.1
"2.100755314","Rugby Union",444.96,50.38
"2.100755316","Rugby Union",8508.5,2018.18
"2.100755338","Rugby Union",7003.3,50013.04
"2.100755339","Rugby Union",2127.56,5013.02
"2.100755340","Rugby Union",22.56,3413.44
"2.100755342","Rugby Union",3784.02,1936.54
"2.100755346","Rugby Union",1652.45,2085.05
"2.100755347","Rugby Union",253.28,200
"2.100755354","Rugby Union",10071.16,44872.2
"2.100755356","Rugby Union",64,399.6
"2.100755358","Rugby Union",1397,1112.44
"2.100755362","Rugby Union",8010.88,50291.48
"2.100755363","Rugby Union",7142.71,2285.61
"2.100755364","Rugby Union",390.08,890.04
"2.100755366","Rugby Union",1888.4,3299.04
"2.100755370","Rugby Union",1683.92,2728.14
"2.100755378","Rugby Union",2133.66,3207.84
"2.100755382","Rugby Union",27,84.48
"2.100756221","Cricket",195064.21,40331.41
"2.100756222","Cricket",5737.98,749.26
"2.100756223","Cricket",2741.24,12360.12
"2.100756224","Cricket",2012.08,1241.56
"2.100756225","Cricket",5403.94,200
"2.100756226","Cricket",1456.7,982.46
"2.100756227","Cricket",9202.69,7176.39
"2.100756228","Cricket",276.52,3.46
"2.100756795","Soccer",47566.99,76079.51
"2.100756796","Soccer",3633.94,4912.52
"2.100756797","Soccer",8204.22,21479.62
"2.100756798","Soccer",26174.74,45632.78
"2.100756799","Soccer",9430.79,28326.95
"2.100756800","Soccer",12059,25579.48
"2.100756802","Soccer",1070.54,3313.8
"2.100756803","Soccer",339.73,6145.87
"2.100756806","Soccer",199.28,2876.8
"2.100756807","Soccer",957.04,1427.76
"2.100756808","Soccer",1814.08,357.98
"2.100756809","Soccer",1538.36,2681.1
"2.100756819","Soccer",699.97,2013.21
"2.100756820","Soccer",1548.63,329.29
"2.100756822","Soccer",7697.52,8599.24
"2.100756823","Soccer",32.04,10.68
"2.100756826","Soccer",1166.86,51.86
"2.100756861","Soccer",21636.74,38056.72
"2.100756862","Soccer",2622.04,6962.62
"2.100756863","Soccer",1831.56,21448.54
"2.100756864","Soccer",14301.83,22483.33
"2.100756865","Soccer",1062.87,15543.67
"2.100756866","Soccer",1647.09,7617.33
"2.100756868","Soccer",2334.9,1150.26
"2.100756869","Soccer",1479.12,665.26
"2.100756872","Soccer",724.54,1842.82
"2.100756873","Soccer",1622.79,26.55
"2.100756874","Soccer",318.7,600
"2.100756875","Soccer",1018.26,890.84
"2.100756885","Soccer",417.56,334.7
"2.100756888","Soccer",2380.58,9314.34
"2.100756889","Soccer",52.56,357.98
"2.100756892","Soccer",1077.48,3071.56
"2.100756927","Soccer",69238.29,54553.67
"2.100756928","Soccer",3088.37,7628.11
"2.100756929","Soccer",818.68,20405.12
"2.100756930","Soccer",21266.64,25581
"2.100756931","Soccer",4582.96,24924.62
"2.100756932","Soccer",3349.12,11389.22
"2.100756934","Soccer",50.16,1139.36
"2.100756935","Soccer",571.82,566.2
"2.100756936","Soccer",95.88,307.82
"2.100756938","Soccer",399.87,323.53
"2.100756939","Soccer",6039.12,20.06
"2.100756940","Soccer",184.81,96.97
"2.100756941","Soccer",1025.28,130.78
"2.100756951","Soccer",113.52,118.7
"2.100756954","Soccer",2811.93,16481.41
"2.100756955","Soccer",18.6,44.56
"2.100756958","Soccer",2017.98,168.68
"2.100756993","Soccer",62260.62,33867.62
"2.100756994","Soccer",2019.52,2266.62
"2.100756995","Soccer",1065.36,1260.1
"2.100756996","Soccer",6805,2759.06
"2.100756997","Soccer",1676.66,15213.64
"2.100756998","Soccer",6673.14,43441.26
"2.100757000","Soccer",374.57,1182.55
"2.100757001","Soccer",133.32,271.44
"2.100757002","Soccer",17.44,17.06
"2.100757004","Soccer",509.13,80.85
"2.100757005","Soccer",807.93,12465.91
"2.100757006","Soccer",170.12,6040.44
"2.100757007","Soccer",304.56,988.68
"2.100757016","Soccer",153.66,600
"2.100757017","Soccer",245.87,59.35
"2.100757020","Soccer",818.06,216.6
"2.100757021","Soccer",43.16,56.8
"2.100757024","Soccer",1300.66,274.48
"2.100757061","Soccer",31826.3,22595.34
"2.100757062","Soccer",2957.8,1790.68
"2.100757063","Soccer",901.64,1193.12
"2.100757064","Soccer",9536.7,34908.42
"2.100757065","Soccer",1258.37,2324.53
"2.100757066","Soccer",327.75,222.21
"2.100757068","Soccer",175.66,159.12
"2.100757069","Soccer",548.89,1383.57
"2.100757070","Soccer",64.04,25
"2.100757072","Soccer",160.74,4816.62
"2.100757073","Soccer",102.9,243.86
"2.100757074","Soccer",493.04,22.66
"2.100757075","Soccer",124.88,6730.86
"2.100757085","Soccer",61.28,24.14
"2.100757086","Soccer",669.3,12
"2.100757089","Soccer",62.3,33.94
"2.100757551","Rugby Union",11173.56,1537.94
"2.100757552","Australian Rules",378909.11,253925.71
"2.100757557","Australian Rules",25890.53,497.25
"2.100757558","Australian Rules",38961.38,23.94
"2.100757559","Australian Rules",6984.48,11.4
"2.100757562","Australian Rules",34073.43,31.21
"2.100757565","Australian Rules",17684.57,63.59
"2.100757570","Australian Rules",3471.84,17.64
"2.100757587","Australian Rules",11497.25,155.77
"2.100758074","Rugby League",248454.14,143167.46
"2.100758075","Rugby League",34339.22,13328.84
"2.100758076","Rugby League",3700.3,517.32
"2.100758078","Rugby League",22316,3687.48
"2.100758079","Rugby League",21171.74,5.94
"2.100758085","Rugby League",4748.86,27
"2.100758118","Australian Rules",391694.2,181194.4
"2.100758124","Australian Rules",62836.72,984.24
"2.100758125","Australian Rules",12783.98,1006.6
"2.100758126","Australian Rules",4450.7,44.14
"2.100758128","Australian Rules",25820.89,17.61
"2.100758149","Australian Rules",10002.5,440.42
"2.100758498","Rugby League",217351.72,234052.46
"2.100758499","Rugby League",46215.85,2209.41
"2.100758500","Rugby League",2616.84,4392.78
"2.100758501","Rugby League",984.08,88.06
"2.100758502","Rugby League",28581.24,7635.1
"2.100758503","Rugby League",13148.39,12.33
"2.100758509","Rugby League",2084.91,130.33
"2.100758518","Rugby League",1835.98,2.94
"2.100758544","Rugby League",1669.2,18
"2.100758690","Rugby Union",3249.87,3108.05
"2.100758691","Rugby Union",102.89,1.93
"2.100758692","Rugby Union",5611.84,831.46
"2.100758693","Rugby Union",163.12,292.58
"2.100758694","Rugby Union",11062,3499.8
"2.100758698","Rugby Union",7705.84,6277.78
"2.100758699","Rugby Union",2238.14,984.44
"2.100758702","Rugby Union",5923.73,4787.19
"2.100758706","Rugby Union",10342.56,29903.24
"2.100758707","Rugby Union",5549.78,2186.8
"2.100758708","Rugby Union",388.22,388.76
"2.100758709","Rugby Union",104.06,20
"2.100758710","Rugby Union",8098.56,8673.74
"2.100758714","Rugby Union",613.47,3093.13
"2.100758718","Rugby Union",984.39,500.41
"2.100758722","Rugby Union",4649.89,20575.91
"2.100758723","Rugby Union",3081.8,550.54
"2.100758726","Rugby Union",1875.76,570.14
"2.100758730","Rugby Union",20732.84,85853.98
"2.100758731","Rugby Union",6991.08,3252.46
"2.100758734","Rugby Union",6793.66,2159.96
"2.100758738","Rugby Union",1013.18,1152.96
"2.100758739","Rugby Union",1271.11,1349.07
"2.100758742","Rugby Union",310.12,5.8
"2.100759260","Rugby Union",1863.96,699.54
"2.100759268","Rugby Union",174158.31,363956.89
"2.100759269","Rugby Union",6107.72,929.08
"2.100759270","Rugby Union",1498.62,1072.06
"2.100759271","Rugby Union",6335.66,1298.06
"2.100759272","Rugby Union",14336.2,7386.76
"2.100759293","Rugby Union",858.86,250
"2.100759298","Rugby Union",259545.88,330461.02
"2.100759299","Rugby Union",16146.41,587.55
"2.100759300","Rugby Union",4423.87,41654.07
"2.100759301","Rugby Union",6825,402
"2.100759302","Rugby Union",5047.42,6192.34
"2.100759304","Rugby Union",3552.68,120
"2.100759319","Rugby Union",568.66,14
"2.100759323","Rugby Union",398.14,250
"2.100759328","Rugby Union",317791.19,208282.43
"2.100759329","Rugby Union",9468.4,12913.36
"2.100759330","Rugby Union",43387.8,47179.24
"2.100759331","Rugby Union",9704.16,4446.58
"2.100759332","Rugby Union",13767.52,2192.3
"2.100759334","Rugby Union",4671.56,44.9
"2.100759349","Rugby Union",587.48,200
"2.100759353","Rugby Union",1519.44,250
"2.100759358","Rugby Union",1408.96,386.16
"2.100760990","Rugby League",2252.19,141.15
"2.100761005","Rugby League",279788.88,584737.86
"2.100761006","Rugby League",52966.78,3668.04
"2.100761007","Rugby League",8884.8,3007.9
"2.100761008","Rugby League",2826.84,438.96
"2.100761009","Rugby League",34521.64,683.7
"2.100761010","Rugby League",22740.36,28.9
"2.100761016","Rugby League",4695.46,5
"2.100761025","Rugby League",1460.42,32
"2.100761042","Rugby League",152.11,99.83
"2.100761478","Australian Rules",678649.91,411240.27
"2.100761495","Australian Rules",53942.99,212.79
"2.100761496","Australian Rules",6888.93,86.85
"2.100761502","Australian Rules",11589.85,4.51
"2.100761507","Australian Rules",179210.17,3567.49
"2.100761511","Australian Rules",1816.75,28.87
"2.100761514","Australian Rules",27089.87,8.67
"2.100761516","Australian Rules",22289.18,172.04
"2.100761517","Australian Rules",35245.19,77.57
"2.100761518","Australian Rules",88494.58,970.44
"2.100761519","Rugby League",354786.67,126290.95
"2.100761520","Rugby League",48022.48,1395.08
"2.100761521","Rugby League",5659.47,4723.77
"2.100761522","Rugby League",3939.11,191.49
"2.100761523","Rugby League",18075.04,4100.2
"2.100761524","Rugby League",23428.79,76.01
"2.100761530","Rugby League",11023.5,1196.74
"2.100761533","Rugby League",960.04,100
"2.100761539","Rugby League",1488.3,11.56
"2.100761550","Rugby League",18329.16,430.86
"2.100762198","Rugby Union",3273.36,4485.54
"2.100762202","Rugby Union",1320.4,1390.94
"2.100762214","Rugby Union",5312.19,8931.79
"2.100762215","Rugby Union",264.68,1795.62
"2.100762217","Rugby Union",200,200.48
"2.100762218","Rugby Union",11281.82,1092.22
"2.100762228","Rugby Union",3853.83,19012.67
"2.100762229","Rugby Union",1585.24,1053.52
"2.100762230","Rugby Union",80,626.84
"2.100762232","Rugby Union",4907.04,2730
"2.100762238","Rugby Union",4405.24,1407.94
"2.100762242","Rugby Union",337.56,142.9
"2.100762246","Rugby Union",1599.48,1525.8
"2.100762250","Rugby Union",744.5,106.5
"2.100762254","Rugby Union",7291.83,20778.95
"2.100762255","Rugby Union",3354.74,784.32
"2.100762256","Rugby Union",124,883.56
"2.100762257","Rugby Union",49.14,4
"2.100762258","Rugby Union",4403.91,4960.01
"2.100762262","Rugby Union",2036.57,2879.73
"2.100762271","Rugby Union",1548.08,1094.72
"2.100762275","Rugby Union",353.34,5.9
"2.100762632","Cricket",39389.59,9383.85
"2.100762633","Cricket",20754.72,104
"2.100762634","Cricket",28828.04,3520.38
"2.100762635","Cricket",15653.82,679.66
"2.100762636","Cricket",33524.75,10567.33
"2.100762658","Cricket",41646.43,9183.25
"2.100762693","Cricket",10603.35,102770.59
"2.100762728","Cricket",6905.86,44274.44
"2.100762729","Cricket",990.22,680.6
"2.100762763","Cricket",11493.66,77911.34
"2.100763880","Australian Rules",2325749.69,20315.71
"2.100764720","Rugby League",45289.33,44176.17
"2.100764721","Rugby League",2609.47,420.79
"2.100764722","Rugby League",537621.13,258019.73
"2.100764723","Rugby League",76020.07,277.55
"2.100764724","Rugby League",16682.58,1687.92
"2.100764725","Rugby League",11342.09,844.13
"2.100764726","Rugby League",75398.59,1472.85
"2.100764727","Rugby League",64774.63,76.03
"2.100764742","Rugby League",5800,10.6
"2.100764759","Rugby League",670.54,2
"2.100764760","Rugby League",1627.76,6.24
"2.100765274","Rugby League",18076.49,2924.23
"2.100765275","Rugby League",6865.61,550.87
"2.100766354","Cricket",10796.45,121090.39
"2.100766389","Cricket",11921.85,74927.47
"2.100766424","Cricket",11725.43,149255.21
"2.100766459","Cricket",11692.77,278165.81
"2.100766494","Cricket",7769.36,56852.58
"2.100766529","Cricket",10898.86,80048.64
"2.100766564","Cricket",10240,263577.68
"2.100767354","Australian Rules",475711.87,68531.59
"2.100767919","Cricket",1186.79,2070.63
"2.100767921","Cricket",2228.12,288.28
"2.100767923","Cricket",24.66,901.4
"2.100767966","Cricket",1236.26,18.22
"2.100767968","Cricket",1042.49,553.85
"2.100767969","Cricket",1721.04,260.46
"2.100767970","Cricket",724.84,200
"2.100768660","Rugby Union",4037.71,40922.69
"2.100768664","Rugby Union",1013.26,14.36
"2.100768668","Rugby Union",5728.19,22761.09
"2.100768672","Rugby Union",1992.74,1635.74
"2.100768676","Rugby Union",5442.99,17315.89
"2.100768677","Rugby Union",4121,491.12
"2.100768678","Rugby Union",234.36,1151.8
"2.100768680","Rugby Union",3477.18,4779.6
"2.100768684","Rugby Union",2197.7,250
"2.100768688","Rugby Union",235.56,476.68
"2.100768692","Rugby Union",2764.45,2454.73
"2.100768696","Rugby Union",111.88,352.82
"2.100768700","Rugby Union",2740.14,8788.22
"2.100768701","Rugby Union",5559.76,1646.8
"2.100768702","Rugby Union",90,1797.42
"2.100768704","Rugby Union",1657.62,2154.74
"2.100768705","Rugby Union",990,0.62
"2.100768708","Rugby Union",3097.66,930.1
"2.100768716","Rugby Union",1724.89,683.95
"2.100768717","Rugby Union",9316.02,359.3
"2.100768720","Rugby Union",11.88,256.76
"2.100768831","Cricket",64696.85,888.91
"2.100768832","Cricket",5461.64,101.9
"2.100768833","Cricket",39189.22,157.02
"2.100768834","Cricket",17656.12,1271
"2.100768835","Cricket",7524.72,51.82
"2.100768836","Cricket",1602.48,159882.4
"2.100768838","Rugby League",1216315.22,23385.9
"2.100769071","Australian Rules",94435.07,185.53
"2.100769072","Australian Rules",54010.57,1407.99
"2.100769813","Rugby League",18849.12,2923.22
"2.100771111","Cricket",545.42,2
"2.100771112","Cricket",1112.62,67.74
"2.100771507","Soccer",78893.92,135871.8
"2.100771508","Soccer",3811.76,4841.72
"2.100771509","Soccer",3184.11,1695.21
"2.100771510","Soccer",19928.6,31468.68
"2.100771511","Soccer",5989.87,33351.99
"2.100771512","Soccer",8646.46,15659
"2.100771514","Soccer",1538.9,5796.78
"2.100771515","Soccer",620.84,4961.12
"2.100771516","Soccer",44.9,35.76
"2.100771518","Soccer",1548.14,2453.9
"2.100771519","Soccer",275.16,16658.16
"2.100771520","Soccer",501.34,1969.22
"2.100771521","Soccer",328.9,1241.76
"2.100771531","Soccer",1266.82,875.1
"2.100771534","Soccer",4678.98,3671.64
"2.100771535","Soccer",207.78,410.02
"2.100771538","Soccer",1459.58,6999.86
"2.100771573","Soccer",11962.8,28234.24
"2.100771574","Soccer",1642.06,5226.88
"2.100771575","Soccer",349.92,3329.98
"2.100771576","Soccer",13216.32,11779.28
"2.100771577","Soccer",1915.42,2711.3
"2.100771578","Soccer",901.51,4186.79
"2.100771580","Soccer",547.34,1159.98
"2.100771581","Soccer",62.94,929.94
"2.100771584","Soccer",351.82,2686.06
"2.100771585","Soccer",312.05,5470.67
"2.100771586","Soccer",270.7,800
"2.100771587","Soccer",3060.82,46.8
"2.100771600","Soccer",2674.2,666.08
"2.100771601","Soccer",17.66,17.04
"2.100771604","Soccer",246.42,760.92
"2.100771640","Soccer",78154.22,31992.4
"2.100771641","Soccer",2297.3,3325.76
"2.100771642","Soccer",1384.16,3289
"2.100771643","Soccer",15078.92,19093.96
"2.100771644","Soccer",2772.71,9970.25
"2.100771645","Soccer",1386.25,11380.09
"2.100771647","Soccer",507,1459.56
"2.100771648","Soccer",302.04,1384.76
"2.100771649","Soccer",17.09,3.09
"2.100771651","Soccer",434.82,6847.14
"2.100771652","Soccer",2299.69,23667.61
"2.100771653","Soccer",705.98,3351.88
"2.100771654","Soccer",478.42,1640.7
"2.100771664","Soccer",281.05,369.41
"2.100771665","Soccer",39.38,744.42
"2.100771667","Soccer",2251.58,2832.64
"2.100771668","Soccer",795.66,657.82
"2.100771671","Soccer",3974.28,10438.64
"2.100771707","Soccer",12469.23,10835.69
"2.100771708","Soccer",1630.22,4822.06
"2.100771709","Soccer",2053.24,20433.82
"2.100771710","Soccer",2772.39,1757.33
"2.100771711","Soccer",367.18,20.16
"2.100771712","Soccer",3570.25,11.45
"2.100771714","Soccer",325.52,2715.76
"2.100771715","Soccer",324.68,243.2
"2.100771718","Soccer",33.86,642.66
"2.100771719","Soccer",12727.05,5308.47
"2.100771721","Soccer",4903.18,2407.5
"2.100771729","Soccer",84.87,3.75
"2.100771730","Soccer",81.49,3.75
"2.100771734","Soccer",77.45,8140.39
"2.100771735","Soccer",146.52,312.14
"2.100771774","Soccer",23621.82,36210.58
"2.100771775","Soccer",2863.01,3868.93
"2.100771776","Soccer",216.28,30250.78
"2.100771777","Soccer",8500.54,54691.06
"2.100771778","Soccer",1628.47,11781.07
"2.100771779","Soccer",1721.41,37207.71
"2.100771781","Soccer",276.37,670.67
"2.100771782","Soccer",2087.76,626.1
"2.100771785","Soccer",387.02,329.4
"2.100771786","Soccer",18310.85,21234.61
"2.100771788","Soccer",608.84,357.82
"2.100771801","Soccer",315.06,443.08
"2.100771805","Soccer",1162.96,602.58
"2.100771905","Soccer",97954.37,84719.83
"2.100771906","Soccer",5775.84,6994.94
"2.100771907","Soccer",9113.66,52380.02
"2.100771908","Soccer",28781.62,113546.72
"2.100771909","Soccer",10779.7,59439.24
"2.100771910","Soccer",7210.75,40828.85
"2.100771912","Soccer",4139.11,8028.45
"2.100771913","Soccer",509.36,1939.52
"2.100771914","Soccer",24.12,18.76
"2.100771916","Soccer",2028.22,3967.38
"2.100771917","Soccer",629.68,1453.22
"2.100771918","Soccer",5943.75,2849.65
"2.100771919","Soccer",1482.2,1131.2
"2.100771927","Soccer",42.02,91.56
"2.100771929","Soccer",7738.48,2322.44
"2.100771930","Soccer",28027.8,829.88
"2.100771932","Soccer",8423.27,19895.83
"2.100771933","Soccer",235.38,378.88
"2.100771936","Soccer",2983.84,100
"2.100771978","Soccer",112927.31,25619.25
"2.100771979","Soccer",3487.02,1065.74
"2.100771980","Soccer",2289.9,12805.64
"2.100771981","Soccer",16880.81,38837.05
"2.100771982","Soccer",6250.02,37422.28
"2.100771983","Soccer",821.56,9533.56
"2.100771985","Soccer",1099.58,508.3
"2.100771986","Soccer",685.35,605.55
"2.100771989","Soccer",97.78,188.84
"2.100771990","Soccer",410.8,3361.54
"2.100771991","Soccer",573.78,2351.1
"2.100771992","Soccer",1898.32,716.22
"2.100772002","Soccer",886.64,2.96
"2.100772005","Soccer",1240.9,58
"2.100772006","Soccer",146.9,2157.7
"2.100772009","Soccer",3516.7,1105.56
"2.100772044","Soccer",108189.49,50273.73
"2.100772045","Soccer",3705.84,3635.72
"2.100772046","Soccer",911.27,1951.65
"2.100772047","Soccer",25978.24,36685.26
"2.100772048","Soccer",5489.09,22043.79
"2.100772049","Soccer",7550.51,11318.11
"2.100772051","Soccer",161.42,2561.38
"2.100772052","Soccer",1324.09,349.15
"2.100772053","Soccer",49.86,925.82
"2.100772055","Soccer",3.68,1730.26
"2.100772056","Soccer",11929.63,5291.99
"2.100772057","Soccer",78.93,10476.81
"2.100772058","Soccer",2851.5,1888.42
"2.100772067","Soccer",1496.48,10
"2.100772068","Soccer",1491.72,1.52
"2.100772071","Soccer",910.26,105.06
"2.100772072","Soccer",215.18,25.9
"2.100772075","Soccer",2527.98,1008.92
"2.100772110","Soccer",67935.12,19740.56
"2.100772111","Soccer",2671.53,3693.19
"2.100772112","Soccer",466.48,9610.66
"2.100772113","Soccer",9477.14,24095.56
"2.100772114","Soccer",437.75,25637.19
"2.100772115","Soccer",1653.08,12631.9
"2.100772117","Soccer",439.62,328.64
"2.100772118","Soccer",23.3,116.06
"2.100772121","Soccer",274,3583.18
"2.100772122","Soccer",9155.67,136.61
"2.100772124","Soccer",176.26,2029.94
