latitude,longitude,city,region_name,country_name,sport_name,number_of_customers
-26.4880,153.0758,Peregian Springs,Queensland,Australia,Rugby League,16
-31.9522,115.8614,Perth,Western Australia,Australia,Rugby League,1195
-27.5833,153.1000,Eight Mile Plains,Queensland,Australia,Rugby Union,226
-37.8895,145.0581,Carnegie,Victoria,Australia,Rugby Union,262
-27.4029,153.0297,Kedron,Queensland,Australia,Rugby League,58
-27.4419,152.9386,The Gap,Queensland,Australia,Tennis,33
-27.5976,153.0770,Runcorn,Queensland,Australia,Tennis,21
-33.8814,151.1800,Glebe,New South Wales,Australia,Tennis,83
-33.7722,151.0172,North Rocks,New South Wales,Australia,Tennis,21
-33.6833,151.1000,Hornsby,New South Wales,Australia,Soccer,850
-33.7833,150.9833,Northmead,New South Wales,Australia,Tennis,67
-37.8333,144.9667,Melbourne,Victoria,Australia,Rugby Union,45
-34.8500,138.6500,Gilles Plains,South Australia,Australia,Tennis,101
-33.8797,150.8778,Edensor Park,New South Wales,Australia,Rugby League,45
-16.5133,145.4644,Port Douglas,Queensland,Australia,Rugby League,9
-27.5167,153.1833,Capalaba,Queensland,Australia,Cricket,34
-27.8833,153.3000,Upper Coomera,Queensland,Australia,Tennis,47
-34.0341,151.0119,Barden Ridge,New South Wales,Australia,Australian Rules,3
-27.2925,152.9678,Bray Park,Queensland,Australia,Soccer,388
-37.8167,144.9000,Yarraville,Victoria,Australia,Tennis,64
-37.7500,145.1167,Templestowe,Victoria,Australia,Soccer,59
-33.8794,151.2193,Surry Hills,New South Wales,Australia,Soccer,1067
-33.7378,151.0722,Pennant Hills,New South Wales,Australia,Cricket,435
-31.9550,115.8359,Subiaco,Western Australia,Australia,Australian Rules,32
-27.9079,153.2566,Oxenford,Queensland,Australia,Australian Rules,24
-37.7945,145.2389,Ringwood,Victoria,Australia,Australian Rules,1341
-33.8667,150.9500,Fairfield,New South Wales,Australia,Rugby League,311
-27.5333,152.9833,Corinda,Queensland,Australia,Rugby League,50
-25.3305,152.8062,Hervey Bay,Queensland,Australia,Rugby League,23
-33.8719,151.0310,Lidcombe,New South Wales,Australia,Soccer,258
-37.9668,145.1667,Noble Park,Victoria,Australia,Cricket,395
-31.8882,115.8719,Dianella,Western Australia,Australia,Tennis,93
-37.5588,144.9124,Craigieburn,Victoria,Australia,Australian Rules,151
-33.9393,151.0993,Kingsgrove,New South Wales,Australia,Rugby Union,15
-41.0000,174.0000,,,New Zealand,Tennis,528
-37.8570,144.8977,Williamstown,Victoria,Australia,Rugby League,88
-37.8877,145.0952,Chadstone,Victoria,Australia,Soccer,103
-33.9313,151.1522,Wolli Creek,New South Wales,Australia,Rugby Union,36
-33.9049,151.0200,Yagoona,New South Wales,Australia,Rugby League,106
-32.1108,115.9356,Harrisdale,Western Australia,Australia,Australian Rules,11
-33.9833,151.0667,Oatley,New South Wales,Australia,Cricket,17
-37.7667,144.9667,Brunswick,Victoria,Australia,Rugby League,194
-37.9394,144.5427,Little River,Victoria,Australia,Rugby League,2
-38.0263,145.3069,Narre Warren,Victoria,Australia,Cricket,106
-37.9014,145.0188,Brighton East,Victoria,Australia,Rugby League,74
-33.7564,150.8807,Woodcroft,New South Wales,Australia,Tennis,47
-37.9167,145.1333,Clayton North,Victoria,Australia,Soccer,137
-37.8809,144.9855,Elwood,Victoria,Australia,Australian Rules,186
-27.6613,152.8967,Brookwater,Queensland,Australia,Soccer,25
-33.7413,150.9546,Bella Vista,New South Wales,Australia,Cricket,59
-16.7500,145.6667,Palm Cove,Queensland,Australia,Soccer,23
-38.0500,145.3667,Beaconsfield,Victoria,Australia,Soccer,20
-37.8511,144.9932,Prahran,Victoria,Australia,Cricket,166
-27.5058,153.1024,Carindale,Queensland,Australia,Australian Rules,71
-37.7667,145.0500,Ivanhoe East,Victoria,Australia,Soccer,9
-28.0641,153.3259,Tallai,Queensland,Australia,Tennis,3
-37.8846,145.2954,Ferntree Gully,Victoria,Australia,Soccer,70
-33.0681,151.4653,Avondale,New South Wales,Australia,Australian Rules,6
-38.4167,144.8833,Rosebud,Victoria,Australia,Tennis,14
-32.9310,151.7754,Newcastle,New South Wales,Australia,Rugby League,147
-34.5713,150.7757,Albion Park,New South Wales,Australia,Australian Rules,13
-33.9500,151.2333,Maroubra,New South Wales,Australia,Soccer,120
-37.7000,144.9333,Glenroy,Victoria,Australia,Australian Rules,149
-37.8552,145.0218,Armadale,Victoria,Australia,Soccer,70
-37.9201,145.0599,Bentleigh East,Victoria,Australia,Rugby League,68
-33.8615,151.2055,,New South Wales,Australia,Tennis,339
-37.8167,145.1000,Mont Albert,Victoria,Australia,Australian Rules,196
-27.5500,152.9833,Oxley,Queensland,Australia,Rugby League,61
-33.5068,150.6768,Kurrajong Heights,New South Wales,Australia,Australian Rules,22
-37.4180,145.0166,Wallan,Victoria,Australia,Tennis,8
-26.6816,153.1192,Mooloolaba,Queensland,Australia,Rugby Union,4
-34.0167,151.0333,Woronora Dam,New South Wales,Australia,Soccer,30
-37.7500,145.0667,Rosanna,Victoria,Australia,Cricket,21
-37.8333,145.0000,Cremorne,Victoria,Australia,Tennis,6
-27.9276,153.1848,North Tamborine,Queensland,Australia,Cricket,1
-32.3361,115.7486,Warnbro,Western Australia,Australia,Soccer,37
-34.9888,138.5520,Park Holme,South Australia,Australia,Cricket,4
-27.5656,152.9334,Sumner,Queensland,Australia,Rugby League,8
-27.5500,153.2667,Thornlands,Queensland,Australia,Rugby League,37
-33.8429,151.1107,Concord,New South Wales,Australia,Tennis,86
-37.8633,144.9802,St Kilda,Victoria,Australia,Rugby Union,89
-33.6576,150.9476,Kenthurst,New South Wales,Australia,Tennis,39
-33.7500,150.6667,Emu Plains,New South Wales,Australia,Soccer,75
-27.5667,152.9667,Darra,Queensland,Australia,Soccer,10
-32.7000,151.6000,Largs,New South Wales,Australia,Soccer,1
-32.1365,115.7830,Munster,Western Australia,Australia,Cricket,14
-31.9675,115.9063,Lathlain,Western Australia,Australia,Rugby Union,3
-34.8833,138.5500,Woodville,South Australia,Australia,Australian Rules,116
-37.6759,144.5969,Melton,Victoria,Australia,Rugby League,37
-33.4683,151.4339,Avoca Beach,New South Wales,Australia,Cricket,24
-33.8428,150.9006,Wetherill Park,New South Wales,Australia,Rugby League,116
-33.8333,151.1408,Hunters Hill,New South Wales,Australia,Soccer,142
-37.9457,145.1581,Springvale,Victoria,Australia,Rugby League,38
-38.2000,144.3500,Grovedale,Victoria,Australia,Soccer,40
-33.7898,150.9562,Toongabbie West,New South Wales,Australia,Rugby Union,39
-31.9386,115.7921,Wembley,Western Australia,Australia,Tennis,41
-27.9553,153.3991,Southport,Queensland,Australia,Tennis,118
-27.9440,153.3981,Labrador,Queensland,Australia,Australian Rules,55
-33.7500,150.6667,Emu Plains,New South Wales,Australia,Australian Rules,48
-27.9079,153.2566,Oxenford,Queensland,Australia,Soccer,24
-33.7016,151.2797,Elanora Heights,New South Wales,Australia,Tennis,31
-37.8833,145.3500,Sherbrook,Victoria,Australia,Cricket,3
-27.2500,152.8333,Kobble,Queensland,Australia,Tennis,12
-34.4668,138.8833,Nuriootpa,South Australia,Australia,Soccer,21
-27.5220,152.9822,Graceville,Queensland,Australia,Rugby League,30
-33.8406,151.2072,Sydney,New South Wales,Australia,Rugby League,37
-33.8050,151.1993,Willoughby,New South Wales,Australia,Soccer,48
-33.6821,150.9154,Rouse Hill,New South Wales,Australia,Rugby Union,19
-37.5667,143.8167,Ballarat,Victoria,Australia,Soccer,44
-42.7816,147.5627,Midway Point,Tasmania,Australia,Australian Rules,23
-33.8928,151.2041,Redfern,New South Wales,Australia,Cricket,133
-33.8500,151.0333,Auburn,New South Wales,Australia,Cricket,228
-36.9410,174.8483,Auckland,Auckland,New Zealand,Rugby Union,53
-41.5833,146.9333,Whitemore,Tasmania,Australia,Soccer,7
-33.8979,151.2336,Paddington,New South Wales,Australia,Rugby Union,41
-37.9167,145.2000,Mulgrave,Victoria,Australia,Cricket,79
-33.9022,151.2004,Alexandria,New South Wales,Australia,Rugby Union,106
-33.8332,151.0198,Granville,New South Wales,Australia,Cricket,149
-35.1667,147.5167,Wagga Wagga,New South Wales,Australia,Rugby League,19
-33.7828,150.7968,Colyton,New South Wales,Australia,Rugby League,190
-33.7714,150.9021,Blacktown,New South Wales,Australia,Rugby League,247
-34.8247,138.6264,Pooraka,South Australia,Australia,Soccer,22
-33.7335,150.9139,Acacia Gardens,New South Wales,Australia,Rugby Union,10
-27.5500,152.9833,Oxley,Queensland,Australia,Australian Rules,40
-33.7827,151.0489,Carlingford,New South Wales,Australia,Cricket,64
-31.7445,115.7683,Joondalup,Western Australia,Australia,Tennis,14
-37.8825,145.0229,Caulfield South,Victoria,Australia,Tennis,116
-33.9393,150.9815,Milperra,New South Wales,Australia,Australian Rules,22
-36.9167,149.6500,Wyndham,New South Wales,Australia,Tennis,22
-33.5000,150.5333,Bilpin,New South Wales,Australia,Rugby Union,2
-33.7764,150.9805,Winston Hills,New South Wales,Australia,Soccer,88
-33.3667,151.4833,Long Jetty,New South Wales,Australia,Australian Rules,5
-32.5734,115.7613,Mandurah,Western Australia,Australia,Soccer,58
-37.8825,145.0229,Caulfield South,Victoria,Australia,Rugby Union,23
-37.8064,145.0309,Kew,Victoria,Australia,Cricket,201
-38.1050,145.2163,Skye,Victoria,Australia,Australian Rules,37
-45.8962,170.5368,Dunedin,Otago,New Zealand,Rugby Union,14
-27.3500,153.0667,Boondall,Queensland,Australia,Rugby League,36
-34.9800,138.5738,Edwardstown,South Australia,Australia,Soccer,33
-33.7727,151.0818,Epping,New South Wales,Australia,Tennis,112
-37.8000,145.2833,Croydon,Victoria,Australia,Tennis,148
-31.7910,115.7530,Kallaroo,Western Australia,Australia,Cricket,6
-33.6156,150.8801,Oakville,New South Wales,Australia,Soccer,49
-37.7667,145.0833,Bulleen,Victoria,Australia,Soccer,30
-33.8799,151.1623,Newtown,New South Wales,Australia,Soccer,159
-38.3500,145.0167,Red Hill,Victoria,Australia,Australian Rules,14
-37.7204,145.0698,Macleod,Victoria,Australia,Tennis,69
-37.8213,145.2489,Ringwood East,Victoria,Australia,Cricket,45
-37.7667,145.0000,Northcote,Victoria,Australia,Rugby Union,39
-32.7168,151.5333,Rutherford,New South Wales,Australia,Australian Rules,26
-33.4000,138.8833,Hallett,South Australia,Australia,Tennis,15
-33.7667,150.8167,Mount Druitt,New South Wales,Australia,Rugby Union,12
-27.5593,152.9111,Riverhills,Queensland,Australia,Tennis,3
-24.9167,152.4833,Springfield,Queensland,Australia,Cricket,22
-27.0837,153.1594,Bongaree,Queensland,Australia,Cricket,5
-27.4673,153.0732,Morningside,Queensland,Australia,Cricket,7
-27.2435,153.0238,Mango Hill,Queensland,Australia,Cricket,17
-27.5507,152.9590,Seventeen Mile Rocks,Queensland,Australia,Australian Rules,8
-37.6986,144.7863,Taylors Lakes,Victoria,Australia,Cricket,14
-31.9386,115.7921,Wembley,Western Australia,Australia,Rugby Union,19
-33.8536,151.1542,Drummoyne,New South Wales,Australia,Cricket,121
-33.7980,151.2883,Manly,New South Wales,Australia,Rugby League,77
-37.9058,145.0067,Brighton Beach,Victoria,Australia,Australian Rules,286
-37.7500,145.0667,Heidelberg,Victoria,Australia,Rugby League,110
-33.2732,151.5588,Norah,New South Wales,Australia,Tennis,7
-28.1393,153.3530,Bonogin,Queensland,Australia,Rugby Union,3
-34.0431,150.7730,Currans Hill,New South Wales,Australia,Rugby League,17
-31.8111,115.8281,Madeley,Western Australia,Australia,Rugby Union,1
-34.9216,138.6201,Kent Town,South Australia,Australia,Rugby League,4
-31.8276,115.8650,Perth,Western Australia,Australia,Rugby League,100
-32.2333,115.7833,Medina,Western Australia,Australia,Soccer,195
-33.8678,151.2073,Sydney,New South Wales,Australia,Rugby Union,2317
-33.8678,151.2073,Sydney,New South Wales,Australia,Rugby League,5936
-27.5833,153.1000,Eight Mile Plains,Queensland,Australia,Soccer,355
-37.8140,144.9633,Melbourne,Victoria,Australia,Rugby Union,1422
-34.9048,138.6445,Payneham South,South Australia,Australia,Soccer,13
-27.4694,153.0458,New Farm,Queensland,Australia,Tennis,35
-33.8794,151.2193,Darlinghurst,New South Wales,Australia,Tennis,256
-33.7833,150.9833,Northmead,New South Wales,Australia,Rugby Union,27
-27.6153,152.9439,Brisbane,Queensland,Australia,Soccer,116
-38.1667,145.1667,Langwarrin,Victoria,Australia,Australian Rules,371
-38.1667,145.1667,Langwarrin,Victoria,Australia,Soccer,279
-37.8362,145.1943,Vermont,Victoria,Australia,Soccer,113
-33.9167,150.8500,West Hoxton,New South Wales,Australia,Tennis,24
-27.6640,153.1447,Meadowbrook,Queensland,Australia,Rugby League,19
-27.4833,153.2167,Birkdale,Queensland,Australia,Soccer,49
-38.0239,144.4062,Lara Lake,Victoria,Australia,Tennis,24
-37.8633,144.9802,St Kilda,Victoria,Australia,Tennis,366
-33.4833,151.3667,Davistown,New South Wales,Australia,Cricket,11
-26.4769,153.0948,Peregian Beach,Queensland,Australia,Tennis,8
-31.8958,115.7643,Scarborough,Western Australia,Australia,Rugby League,46
-38.2168,145.0333,Mornington,Victoria,Australia,Australian Rules,142
-37.9333,145.2333,Rowville,Victoria,Australia,Australian Rules,303
-33.4167,151.4167,Matcham,New South Wales,Australia,Australian Rules,25
-37.7375,144.8921,Niddrie,Victoria,Australia,Tennis,538
-32.9310,151.7754,Newcastle,New South Wales,Australia,Cricket,70
-33.6821,150.9154,Rouse Hill,New South Wales,Australia,Tennis,46
-38.1392,145.2684,Cranbourne,Victoria,Australia,Soccer,153
-37.7000,144.7667,Sydenham,Victoria,Australia,Tennis,19
-27.5127,152.2954,Gatton,Queensland,Australia,Soccer,34
-27.4833,153.0000,West End,Queensland,Australia,Soccer,40
-33.8429,151.1107,Concord,New South Wales,Australia,Rugby Union,35
-27.5030,152.9752,Indooroopilly,Queensland,Australia,Rugby League,65
-27.9565,153.3345,Gaven,Queensland,Australia,Tennis,9
-34.9000,138.5333,Findon,South Australia,Australia,Australian Rules,66
-33.7778,151.1057,Marsfield,New South Wales,Australia,Cricket,31
-34.4668,138.8833,Nuriootpa,South Australia,Australia,Australian Rules,28
-32.3151,115.7777,Rockingham,Western Australia,Australia,Rugby Union,19
-33.6728,150.7752,Riverstone,New South Wales,Australia,Rugby League,28
-37.5667,143.8167,Ballarat,Victoria,Australia,Rugby League,29
-34.9265,138.5703,Mile End,South Australia,Australia,Australian Rules,48
-37.7375,144.8921,Niddrie,Victoria,Australia,Rugby Union,111
-27.6633,153.0038,Forestdale,Queensland,Australia,Rugby Union,3
-27.3667,153.0167,Aspley,Queensland,Australia,Rugby Union,14
-33.8050,151.1993,Willoughby,New South Wales,Australia,Australian Rules,33
-37.8333,145.0500,Hawthorn,Victoria,Australia,Rugby Union,110
-31.9605,115.9159,Rivervale,Western Australia,Australia,Australian Rules,19
-27.5262,153.0605,Brisbane,Queensland,Australia,Rugby League,248
-33.8720,151.0339,Berala,New South Wales,Australia,Rugby League,110
-33.7500,151.3000,Dee Why,New South Wales,Australia,Soccer,76
-33.8708,151.2792,Vaucluse,New South Wales,Australia,Cricket,22
-27.4891,153.0188,Brisbane,Queensland,Australia,Soccer,269
-37.8500,145.2667,Bayswater,Victoria,Australia,Tennis,100
-33.9303,151.1421,Turrella,New South Wales,Australia,Australian Rules,8
-37.9167,145.1333,Clayton North,Victoria,Australia,Australian Rules,168
-27.6233,153.0479,Calamvale,Queensland,Australia,Australian Rules,62
-32.0580,115.9181,Canning Vale,Western Australia,Australia,Australian Rules,115
-27.1816,152.9178,Narangba,Queensland,Australia,Soccer,98
-27.9894,153.3363,Upper Nerang,Queensland,Australia,Soccer,39
-37.9270,145.0964,Oakleigh South,Victoria,Australia,Australian Rules,79
-39.1487,174.0832,New Plymouth,Taranaki,New Zealand,Rugby League,23
-36.9213,174.7393,Auckland,Auckland,New Zealand,Tennis,53
-36.8641,174.7621,Auckland,Auckland,New Zealand,Tennis,393
-37.2834,145.3925,Yea,Victoria,Australia,Cricket,2
-37.9333,145.2333,Rowville,Victoria,Australia,Soccer,199
-32.3151,115.7777,Cooloongup,Western Australia,Australia,Soccer,13
-38.1726,144.3842,Geelong,Victoria,Australia,Rugby League,51
-37.8864,145.0025,Elsternwick,Victoria,Australia,Tennis,36
-38.0333,145.3500,Berwick,Victoria,Australia,Soccer,206
-37.7333,145.2667,Wonga Park,Victoria,Australia,Australian Rules,99
-37.9368,145.4938,Cockatoo Creek,Victoria,Australia,Cricket,12
-27.4673,153.0732,Morningside,Queensland,Australia,Tennis,9
-35.0167,138.5667,Marion,South Australia,Australia,Soccer,20
-37.7833,144.9167,Ascot Vale,Victoria,Australia,Cricket,158
-33.8000,151.2667,Balgowlah,New South Wales,Australia,Soccer,49
-32.1000,115.7833,Spearwood,Western Australia,Australia,Cricket,9
-37.7883,145.1237,Doncaster,Victoria,Australia,Tennis,99
-33.7764,150.9805,Winston Hills,New South Wales,Australia,Australian Rules,56
-33.9668,151.2500,Malabar,New South Wales,Australia,Rugby League,35
-33.8000,151.1833,Chatswood,New South Wales,Australia,Australian Rules,95
-32.0398,115.8678,Rossmoyne,Western Australia,Australia,Cricket,10
-40.2905,175.7029,Palmerston North,Manawatu-Wanganui,New Zealand,Rugby League,1
-43.4957,172.5679,Christchurch,Canterbury,New Zealand,Rugby Union,28
-37.8190,145.1533,Blackburn,Victoria,Australia,Soccer,233
-38.1706,144.3114,Highton,Victoria,Australia,Tennis,24
-38.2168,145.0333,Mornington,Victoria,Australia,Soccer,87
-33.8279,151.2333,Mosman,New South Wales,Australia,Cricket,54
-27.9324,153.4002,Biggera Waters,Queensland,Australia,Tennis,11
-32.9833,151.5833,Fassifern,New South Wales,Australia,Rugby League,6
-33.5966,151.3238,Palm Beach,New South Wales,Australia,Australian Rules,10
-33.1354,151.5829,Gwandalan,New South Wales,Australia,Soccer,6
-33.8747,151.2633,Rose Bay,New South Wales,Australia,Australian Rules,38
-31.8882,115.8719,Dianella,Western Australia,Australia,Australian Rules,251
-34.8890,138.6470,Felixstow,South Australia,Australia,Soccer,6
-36.9158,174.6921,Auckland,Auckland,New Zealand,Soccer,86
-34.0333,151.1000,Miranda,New South Wales,Australia,Rugby League,68
-33.8838,150.9615,Carramar,New South Wales,Australia,Rugby League,25
-35.3530,149.0621,Waramanga,Australian Capital Territory,Australia,Australian Rules,12
-33.8500,151.2000,Waverton,New South Wales,Australia,Australian Rules,38
-33.9167,150.8500,West Hoxton,New South Wales,Australia,Rugby Union,20
-32.6667,152.0167,Carrington,New South Wales,Australia,Rugby League,8
-34.0794,150.5132,Oakdale,New South Wales,Australia,Tennis,18
-33.2667,151.5167,Gorokan,New South Wales,Australia,Soccer,35
-37.9978,145.2482,Eumemmerring,Victoria,Australia,Australian Rules,49
-33.9668,151.2500,Malabar,New South Wales,Australia,Australian Rules,20
-37.8887,144.7260,Point Cook,Victoria,Australia,Tennis,233
-37.9167,145.0500,McKinnon,Victoria,Australia,Australian Rules,33
-37.8329,144.9220,Melbourne,Victoria,Australia,Rugby League,82
-36.9177,174.8356,Auckland,Auckland,New Zealand,Rugby League,32
-31.9522,115.8614,,Western Australia,Australia,Soccer,100
-31.9011,115.8532,Yokine,Western Australia,Australia,Cricket,21
-37.9935,145.2389,Doveton,Victoria,Australia,Australian Rules,217
-33.9484,150.9521,Hammondville,New South Wales,Australia,Soccer,16
-37.9184,145.0358,Bentleigh,Victoria,Australia,Tennis,101
-32.0525,115.8878,Willetton,Western Australia,Australia,Rugby Union,11
-33.8420,151.2046,Sydney,New South Wales,Australia,Australian Rules,143
-33.7913,151.1298,Ryde,New South Wales,Australia,Rugby Union,12
-36.7443,174.6947,Auckland,Auckland,New Zealand,Rugby Union,20
-34.4167,150.8667,Keiraville,New South Wales,Australia,Soccer,2
-33.8420,151.2046,Sydney,New South Wales,Australia,Rugby League,184
-34.9910,138.8257,Balhannah,South Australia,Australia,Soccer,8
-34.8968,138.5914,Prospect,South Australia,Australia,Cricket,60
-33.9000,150.9333,Liverpool,New South Wales,Australia,Cricket,205
-37.7667,145.0833,Bulleen,Victoria,Australia,Australian Rules,53
-35.4050,149.1166,Fadden,Australian Capital Territory,Australia,Rugby Union,14
-33.9353,151.1257,Bexley,New South Wales,Australia,Rugby Union,34
-37.8005,144.9684,Carlton,Victoria,Australia,Rugby League,94
-37.6500,145.0333,Epping,Victoria,Australia,Australian Rules,88
-27.2435,153.0238,North Lakes,Queensland,Australia,Rugby Union,26
-33.9480,151.0798,Beverly Hills,New South Wales,Australia,Rugby Union,26
-36.8768,174.8042,Auckland,Auckland,New Zealand,Soccer,81
-37.6536,176.2044,Tauranga,Bay of Plenty,New Zealand,Cricket,23
-27.5202,153.0278,Brisbane,Queensland,Australia,Cricket,77
-27.5895,152.9858,Durack,Queensland,Australia,Rugby League,162
-37.7876,145.1489,Doncaster East,Victoria,Australia,Cricket,63
-33.9112,150.8807,Busby,New South Wales,Australia,Australian Rules,10
-37.8190,145.1533,Blackburn,Victoria,Australia,Cricket,132
-33.9075,151.2086,Zetland,New South Wales,Australia,Cricket,13
-33.8000,151.2833,,New South Wales,Australia,Cricket,8
-33.2768,151.4021,Alison,New South Wales,Australia,Cricket,12
-37.6008,145.0956,Mernda,Victoria,Australia,Australian Rules,40
-34.6757,138.7101,Blakeview,South Australia,Australia,Rugby League,12
-27.5593,152.9111,Riverhills,Queensland,Australia,Australian Rules,1
-35.2772,149.1054,Canberra,Australian Capital Territory,Australia,Cricket,248
-36.1218,146.8881,Wodonga,Victoria,Australia,Cricket,9
-38.0833,144.3833,Corio,Victoria,Australia,Rugby League,14
-37.8198,175.2865,Hamilton,Waikato,New Zealand,Soccer,23
-36.8058,174.7083,Auckland,Auckland,New Zealand,Cricket,15
-33.8667,151.0833,Homebush,New South Wales,Australia,Rugby League,97
-35.0167,138.6167,Blackwood,South Australia,Australia,Cricket,17
-33.8698,151.1940,Pyrmont,New South Wales,Australia,Rugby Union,21
-27.3211,152.9839,Brendale,Queensland,Australia,Tennis,7
-28.0859,153.4458,Little Burleigh,Queensland,Australia,Rugby Union,16
-38.0333,145.1167,Edithvale,Victoria,Australia,Australian Rules,21
-26.4000,153.0667,Noosaville,Queensland,Australia,Australian Rules,7
-36.6232,174.7063,Auckland,Auckland,New Zealand,Soccer,12
-32.6686,151.0454,Singleton,New South Wales,Australia,Tennis,15
-27.4611,153.0611,Hawthorne,Queensland,Australia,Rugby League,13
-37.9000,145.3500,Belgrave,Victoria,Australia,Cricket,7
-33.8863,150.9781,Villawood,New South Wales,Australia,Tennis,14
-37.7866,144.9685,Carlton North,Victoria,Australia,Cricket,32
-28.1000,153.4500,Burleigh Heads,Queensland,Australia,Tennis,27
-27.6672,152.7487,Deebing Heights,Queensland,Australia,Rugby Union,7
-33.2667,151.3667,Wyong Creek,New South Wales,Australia,Soccer,7
-30.2667,152.0167,Armidale,New South Wales,Australia,Australian Rules,11
-34.9000,138.5333,Findon,South Australia,Australia,Soccer,52
-37.8153,144.9756,Melbourne,Victoria,Australia,Australian Rules,19
-37.9555,176.9225,Whakatane,Bay of Plenty,New Zealand,Rugby Union,8
-27.0403,153.1439,Banksia Beach,Queensland,Australia,Cricket,18
-32.5243,115.7631,Greenfields,Western Australia,Australia,Tennis,13
-31.9333,115.8333,Perth,Western Australia,Australia,Tennis,9
-37.9833,145.0667,Mentone,Victoria,Australia,Rugby League,138
-33.7583,150.6729,Penrith,New South Wales,Australia,Rugby League,241
-33.9668,151.1000,Hurstville Grove,New South Wales,Australia,Rugby League,23
-33.7960,151.0974,Ryde,New South Wales,Australia,Rugby Union,21
-33.9014,150.9637,Lansvale,New South Wales,Australia,Tennis,2
-27.4610,152.9792,Bardon,Queensland,Australia,Rugby Union,14
-27.6876,153.0844,Crestmead,Queensland,Australia,Soccer,26
-34.8833,138.6667,Campbelltown,South Australia,Australia,Tennis,13
-37.8891,145.1740,Glen Waverley,Victoria,Australia,Cricket,112
-35.0500,138.6167,Coromandel Valley,South Australia,Australia,Soccer,38
-32.5431,115.6967,Halls Head,Western Australia,Australia,Tennis,8
-28.1500,153.5000,Tugun,Queensland,Australia,Cricket,58
-33.8500,151.0333,Auburn,New South Wales,Australia,Soccer,376
-27.6128,152.8601,Redbank,Queensland,Australia,Soccer,66
-32.0833,116.0000,Gosnells,Western Australia,Australia,Tennis,44
-37.8552,145.0218,Armadale,Victoria,Australia,Australian Rules,99
-29.4067,153.3524,Iluka,New South Wales,Australia,Tennis,9
-37.5667,143.8167,Ballarat,Victoria,Australia,Australian Rules,85
-37.7984,144.9449,North Melbourne,Victoria,Australia,Cricket,127
-37.9935,145.2389,Doveton,Victoria,Australia,Rugby League,88
-38.1333,145.1167,Frankston East,Victoria,Australia,Soccer,222
-33.8708,151.2389,Darling Point,New South Wales,Australia,Soccer,36
-33.7333,151.1000,Wahroonga,New South Wales,Australia,Rugby League,224
-33.2339,151.5541,Budgewoi,New South Wales,Australia,Rugby League,12
-33.9275,150.8081,Austral,New South Wales,Australia,Soccer,38
-41.4598,147.0841,Launceston,Tasmania,Australia,Australian Rules,309
-43.5319,172.6316,Christchurch,Canterbury,New Zealand,Cricket,79
-34.8333,138.6333,Ingle Farm,South Australia,Australia,Soccer,70
-27.1281,153.0524,Caboolture,Queensland,Australia,Soccer,106
-33.2677,151.4225,Watanobbi,New South Wales,Australia,Soccer,24
-37.8692,144.9977,St Kilda,Victoria,Australia,Cricket,23
-36.3000,144.6500,Rochester,Victoria,Australia,Soccer,12
-37.7500,144.9667,Coburg,Victoria,Australia,Soccer,270
-27.3694,152.9433,Bunya,Queensland,Australia,Soccer,9
-33.6552,151.3213,Newport,New South Wales,Australia,Australian Rules,9
-33.8167,151.0000,City of Parramatta,New South Wales,Australia,Cricket,159
-37.8667,145.2833,Boronia,Victoria,Australia,Cricket,52
-27.3333,153.0833,Sandgate,Queensland,Australia,Australian Rules,11
-34.8247,138.6264,Pooraka,South Australia,Australia,Australian Rules,28
-33.8904,151.2475,Bondi,New South Wales,Australia,Cricket,98
-27.5133,152.9752,Chelmer,Queensland,Australia,Cricket,6
-27.9741,153.3607,Molendinar,Queensland,Australia,Rugby League,30
-33.6833,151.1167,Mount Colah,New South Wales,Australia,Rugby League,40
-32.2124,146.1581,Glenwood,New South Wales,Australia,Cricket,111
-33.0167,151.7167,Redhead,New South Wales,Australia,Rugby League,9
-33.4244,151.3440,Gosford,New South Wales,Australia,Tennis,105
-33.3500,151.4333,Berkeley Vale,New South Wales,Australia,Soccer,21
-32.0600,115.9550,Thornlie,Western Australia,Australia,Soccer,168
-37.8666,145.1055,Ashwood,Victoria,Australia,Soccer,35
-33.7378,151.0722,Thornleigh,New South Wales,Australia,Australian Rules,54
-16.8833,145.7000,Redlynch,Queensland,Australia,Rugby Union,1
-27.6876,153.0844,Crestmead,Queensland,Australia,Australian Rules,16
-34.8833,138.5500,Woodville,South Australia,Australia,Rugby Union,12
-34.7571,138.6082,Salisbury,South Australia,Australia,Rugby League,77
-33.7000,151.0000,Glenhaven,New South Wales,Australia,Tennis,3
-34.9265,138.5703,Mile End,South Australia,Australia,Soccer,42
-16.7500,145.6667,Palm Cove,Queensland,Australia,Australian Rules,15
-27.4935,153.0763,Camp Hill,Queensland,Australia,Cricket,74
-27.3211,152.9839,Brendale,Queensland,Australia,Rugby Union,1
-27.5000,152.9000,Brookfield,Queensland,Australia,Soccer,22
-33.4000,138.8833,Hallett,South Australia,Australia,Rugby Union,6
-27.8875,153.3463,Helensvale,Queensland,Australia,Tennis,42
-36.9125,174.7335,Auckland,Auckland,New Zealand,Cricket,142
-37.8333,145.3667,Mount Dandenong,Victoria,Australia,Tennis,10
-36.9410,174.8483,Auckland,Auckland,New Zealand,Soccer,79
-37.9000,145.0333,Ormond,Victoria,Australia,Tennis,74
