latitude,longitude,city,region_name,country_name,sport_name,number_of_customers
-27.4255,153.0010,Wilston,Queensland,Australia,Rugby League,7
-33.7918,151.0806,Eastwood,New South Wales,Australia,Rugby League,33
-33.6151,115.1056,Dunsborough,Western Australia,Australia,Australian Rules,1
-34.8498,138.5674,Wingfield,South Australia,Australia,Soccer,1
-32.0689,147.4528,Wyoming,New South Wales,Australia,Rugby Union,9
-37.8333,144.9667,North Melbourne,Victoria,Australia,Rugby Union,1
-34.9167,138.6667,Magill,South Australia,Australia,Tennis,1
-37.8511,144.9932,Windsor,Victoria,Australia,Soccer,8
-34.8620,138.6766,Dernancourt,South Australia,Australia,Rugby League,3
-33.7666,151.2498,Sydney,New South Wales,Australia,Australian Rules,2
-34.9972,138.5316,Warradale,South Australia,Australia,Rugby League,1
-38.2168,145.1167,Moorooduc,Victoria,Australia,Soccer,12
-35.3333,149.0500,Weston Creek,Australian Capital Territory,Australia,Rugby League,9
-37.8495,145.1114,Burwood,Victoria,Australia,Rugby Union,24
-37.8167,144.7333,Derrimut,Victoria,Australia,Australian Rules,34
-34.8333,138.7000,Hope Valley,South Australia,Australia,Rugby Union,6
-34.0044,150.8965,Macquarie Fields,New South Wales,Australia,Australian Rules,16
-32.9818,148.5954,Cumnock,New South Wales,Australia,Soccer,1
-27.3122,152.9498,Warner,Queensland,Australia,Cricket,28
-27.5667,151.4500,Pittsworth,Queensland,Australia,Rugby Union,1
-31.7486,115.7505,Connolly,Western Australia,Australia,Tennis,10
-27.9139,153.3978,Runaway Bay,Queensland,Australia,Rugby League,14
-32.2000,148.9000,Dubbo,New South Wales,Australia,Cricket,4
-36.8872,174.7709,Auckland,Auckland,New Zealand,Australian Rules,11
-31.9000,115.9500,Bassendean,Western Australia,Australia,Tennis,2
-36.8714,174.8979,Auckland,Auckland,New Zealand,Rugby League,5
-35.7376,150.1984,Batehaven,New South Wales,Australia,Soccer,3
-41.5465,146.5541,Deloraine,Tasmania,Australia,Rugby Union,3
-34.5000,150.4000,Burradoo,New South Wales,Australia,Soccer,12
-24.9162,152.4899,Elliott Heads,Queensland,Australia,Cricket,2
-35.1026,150.6297,Sanctuary Point,New South Wales,Australia,Soccer,4
-37.7803,144.8735,Maidstone,Victoria,Australia,Rugby League,8
-37.7804,145.0309,Fairfield,Victoria,Australia,Cricket,26
-34.0167,151.1000,Sylvania Waters,New South Wales,Australia,Soccer,6
-32.0333,115.9667,Kenwick,Western Australia,Australia,Tennis,12
-33.8414,150.9606,Woodpark,New South Wales,Australia,Rugby League,2
-32.7833,151.9167,Salt Ash,New South Wales,Australia,Australian Rules,4
-34.0333,139.7500,Cadell,South Australia,Australia,Rugby League,4
-27.5563,152.9340,Jamboree Heights,Queensland,Australia,Rugby League,21
-41.1943,174.9522,Lower Hutt,Wellington,New Zealand,Rugby Union,12
-26.5333,153.0912,Coolum Beach,Queensland,Australia,Rugby League,11
-34.9106,138.5605,Torrensville,South Australia,Australia,Rugby League,7
-31.8139,115.9881,Henley Brook,Western Australia,Australia,Cricket,1
-42.8333,147.4500,Cambridge,Tasmania,Australia,Tennis,12
-37.0909,144.0565,Kangaroo Flat,Victoria,Australia,Rugby League,9
-32.4333,115.9667,Keysbrook,Western Australia,Australia,Rugby League,1
-35.2386,149.0499,Page,Australian Capital Territory,Australia,Australian Rules,5
-31.9264,116.7354,York,Western Australia,Australia,Rugby League,1
-33.8406,151.2072,Sydney,New South Wales,Australia,Soccer,39
-34.9167,138.5667,Thebarton,South Australia,Australia,Tennis,11
-35.2098,149.0110,Macgregor,Australian Capital Territory,Australia,Rugby League,15
-35.1285,147.3626,Turvey Park,New South Wales,Australia,Rugby League,7
-27.5500,153.2667,Thornlands,Queensland,Australia,Rugby Union,4
-41.2634,174.9483,Lower Hutt,Wellington,New Zealand,Soccer,15
-31.7500,148.6000,Everton,New South Wales,Australia,Cricket,16
-37.6260,144.7188,Diggers Rest,Victoria,Australia,Rugby Union,3
-32.9511,151.6446,Macquarie Hills,New South Wales,Australia,Soccer,13
-33.7276,150.8066,Shalvey,New South Wales,Australia,Tennis,38
-42.7667,147.2500,Claremont,Tasmania,Australia,Cricket,20
-31.9035,115.9090,Embleton,Western Australia,Australia,Soccer,6
-42.8832,147.3317,Hobart,Tasmania,Australia,Soccer,18
-27.6133,152.9855,Inala,Queensland,Australia,Soccer,9
-38.3167,144.7333,Sorrento,Victoria,Australia,Tennis,7
-36.7215,174.7447,Auckland,Auckland,New Zealand,Rugby Union,7
-31.8550,115.8399,Balga,Western Australia,Australia,Rugby League,35
-27.6346,152.9209,Camira,Queensland,Australia,Rugby League,18
-32.9139,151.7474,Islington,New South Wales,Australia,Rugby League,17
-26.8017,153.1426,Kings Beach,Queensland,Australia,Tennis,7
-33.2191,151.5525,Halekulani,New South Wales,Australia,Rugby League,36
-27.4667,153.0500,New Farm,Queensland,Australia,Soccer,26
-37.8511,144.9932,Windsor,Victoria,Australia,Australian Rules,11
-42.6648,147.4232,Campania,Tasmania,Australia,Australian Rules,2
-32.6017,115.8978,North Pinjarra,Western Australia,Australia,Soccer,4
-37.8167,145.3667,Kalorama,Victoria,Australia,Australian Rules,13
-32.9955,151.6879,Charlestown,New South Wales,Australia,Australian Rules,21
-37.8667,145.0667,Glen Iris,Victoria,Australia,Australian Rules,29
-37.0874,174.9409,Auckland,Auckland,New Zealand,Soccer,6
-33.8748,151.2280,Rushcutters Bay,New South Wales,Australia,Rugby Union,3
-30.9667,150.8500,Tamworth,New South Wales,Australia,Cricket,4
-34.9910,138.8257,Balhannah,South Australia,Australia,Rugby League,4
-38.0500,145.1167,Chelsea,Victoria,Australia,Soccer,51
-38.1567,144.5551,Clifton Springs,Victoria,Australia,Cricket,30
-37.9394,144.5427,Little River,Victoria,Australia,Australian Rules,4
-32.0450,115.7859,Palmyra,Western Australia,Australia,Soccer,15
-37.8886,176.7586,Matata,Bay of Plenty,New Zealand,Rugby League,1
-42.7883,147.4014,Richmond,Tasmania,Australia,Tennis,1
-39.4910,176.9182,Napier City,Hawkes Bay,New Zealand,Rugby League,12
-26.5333,153.0912,Mt Coolum,Queensland,Australia,Soccer,6
-25.3000,152.9000,Urangan,Queensland,Australia,Soccer,5
-34.9026,138.5791,Bowden,South Australia,Australia,Soccer,16
-35.2259,149.0500,Florey,Australian Capital Territory,Australia,Rugby League,15
-26.9167,120.7667,Ives,Western Australia,Australia,Cricket,2
-37.3356,144.5399,Woodend,Victoria,Australia,Rugby League,14
-34.7191,138.6350,Edinburgh,South Australia,Australia,Australian Rules,2
-33.5167,150.2000,Bell,New South Wales,Australia,Soccer,8
-32.7201,152.1085,Nelson Bay,New South Wales,Australia,Australian Rules,6
-32.7333,151.6333,Morpeth,New South Wales,Australia,Australian Rules,2
-27.6133,152.7894,Booval,Queensland,Australia,Australian Rules,3
-34.9365,138.6272,Glenside,South Australia,Australia,Tennis,1
-33.7457,151.0476,Pennant Hills,New South Wales,Australia,Tennis,1
-28.3386,152.2951,Killarney,Queensland,Australia,Cricket,1
-28.2333,153.5500,Chinderah,New South Wales,Australia,Cricket,1
-32.7189,115.6389,Bouvard,Western Australia,Australia,Cricket,1
-36.1396,146.9514,Killara,Victoria,Australia,Rugby Union,2
-34.7263,135.8744,Port Lincoln,South Australia,Australia,Rugby League,8
-33.8170,151.2008,Naremburn,New South Wales,Australia,Rugby Union,9
-35.1035,138.7959,Echunga,South Australia,Australia,Australian Rules,3
-32.7992,134.2116,Streaky Bay,South Australia,Australia,Rugby League,3
-37.4540,144.2964,Trentham,Victoria,Australia,Cricket,1
-37.8667,145.0167,Caulfield,Victoria,Australia,Soccer,3
-43.3035,172.5954,Rangiora,Canterbury,New Zealand,Soccer,3
-31.6915,152.7267,Camden Haven,New South Wales,Australia,Cricket,2
-31.9199,115.8195,Glendalough,Western Australia,Australia,Rugby League,6
-35.2381,149.1527,Watson,Australian Capital Territory,Australia,Tennis,1
-36.8782,174.6902,Waterview,Auckland,New Zealand,Rugby Union,1
-32.8000,151.6500,Beresfield,New South Wales,Australia,Rugby League,9
-42.8000,147.3333,Risdon,Tasmania,Australia,Soccer,2
-34.0167,151.0833,Kareela,New South Wales,Australia,Cricket,6
-27.4188,152.9178,Upper Kedron,Queensland,Australia,Rugby League,11
-35.0182,138.5235,Brighton,South Australia,Australia,Australian Rules,2
-38.2000,144.3667,Marshalltown,Victoria,Australia,Rugby Union,2
-27.3333,153.0833,Shorncliffe,Queensland,Australia,Cricket,2
-37.5333,143.8667,Ballarat,Victoria,Australia,Australian Rules,2
-41.5606,146.8255,Westbury,Tasmania,Australia,Cricket,2
-37.1500,140.7167,Naracoorte,South Australia,Australia,Soccer,1
-23.2585,150.8248,Emu Park,Queensland,Australia,Australian Rules,1
-36.6993,175.6601,Coromandel,Waikato,New Zealand,Tennis,2
-41.5056,173.8293,Renwick,Marlborough,New Zealand,Tennis,2
-41.4500,146.1167,Moina,Tasmania,Australia,Tennis,2
-32.7833,151.6333,Thornton,New South Wales,Australia,Rugby League,3
-38.1954,146.5415,Traralgon,Victoria,Australia,Soccer,1
-34.0934,140.7065,Renmark,South Australia,Australia,Tennis,3
-27.7500,153.1333,Buccan,Queensland,Australia,Australian Rules,2
-27.1167,152.8833,Upper Caboolture,Queensland,Australia,Tennis,5
-35.3000,148.4333,Tumut,New South Wales,Australia,Soccer,3
-31.9147,115.8489,Coolbinia,Western Australia,Australia,Rugby Union,1
-33.3581,151.4971,Toowoon Bay,New South Wales,Australia,Soccer,3
-36.9998,144.2599,Harcourt,Victoria,Australia,Rugby League,3
-32.7316,152.0372,Lemon Tree Passage,New South Wales,Australia,Soccer,3
-36.7168,174.6500,Coatesville,Auckland,New Zealand,Tennis,1
-37.1167,143.7167,Daisy Hill,Victoria,Australia,Cricket,2
-33.7904,150.7498,Orchard Hills,New South Wales,Australia,Cricket,5
-33.8265,151.2019,Crows Nest,New South Wales,Australia,Cricket,2
-33.3833,151.4667,Shelly Beach,New South Wales,Australia,Rugby League,1
-33.9195,115.1135,Margaret River,Western Australia,Australia,Rugby League,1
-36.1333,145.5000,Numurkah,Victoria,Australia,Australian Rules,1
-25.2500,152.8167,Point Vernon,Queensland,Australia,Soccer,1
-41.2168,174.9167,Lower Hutt,Wellington,New Zealand,Soccer,1
-23.7000,133.8833,Alice Springs,Northern Territory,Australia,Rugby League,1
-37.8000,144.9667,Carlton,Victoria,Australia,Rugby League,1
-37.9555,176.9225,Whakatane,Bay of Plenty Region,New Zealand,Soccer,2
-37.9056,145.0028,Brighton Beach,Victoria,Australia,Cricket,3
-35.4696,138.8261,Goolwa,South Australia,Australia,Tennis,5
-31.9147,115.8489,Menora,Western Australia,Australia,Tennis,1
-27.5589,153.0623,Nathan,Queensland,Australia,Cricket,2
-34.9167,150.7000,Pyree,New South Wales,Australia,Rugby Union,1
-34.7667,138.6000,Bolivar,South Australia,Australia,Soccer,3
-27.6039,152.7948,North Booval,Queensland,Australia,Rugby League,2
-38.8782,175.2602,Taumarunui,Manawatu-Wanganui,New Zealand,Rugby Union,1
-16.8333,145.5167,Kuranda,Queensland,Australia,Australian Rules,2
-33.8005,151.0762,Denistone West,New South Wales,Australia,Cricket,2
-28.2130,153.5363,Banora Point,New South Wales,Australia,Tennis,4
-28.8949,153.4304,Alstonville,New South Wales,Australia,Tennis,2
-34.8576,138.5316,Pennington,South Australia,Australia,Australian Rules,4
-34.8576,138.5316,Pennington,South Australia,Australia,Soccer,4
-34.1929,149.2818,Crookwell,New South Wales,Australia,Tennis,1
-37.5826,175.8646,Katikati,Bay of Plenty,New Zealand,Soccer,1
-20.7252,139.4973,Mount Isa,Queensland,Australia,Cricket,2
-32.8333,138.7000,Black Rock,South Australia,Australia,Rugby League,2
-38.4616,144.9014,Cape Schanck,Victoria,Australia,Australian Rules,1
-35.0214,138.6143,Blackwood,South Australia,Australia,Soccer,1
-33.8779,151.1400,Haberfield,New South Wales,Australia,Soccer,3
-32.5522,115.7310,Dudley Park,Western Australia,Australia,Australian Rules,1
-34.4668,150.8833,Cringila,New South Wales,Australia,Australian Rules,1
-27.5563,152.9340,Middle Park,Queensland,Australia,Cricket,1
-31.9795,115.9181,Carlisle,Western Australia,Australia,Australian Rules,2
-33.0605,151.5841,Balmoral,New South Wales,Australia,Tennis,1
-34.8421,150.7399,Shoalhaven Heads,New South Wales,Australia,Australian Rules,1
-38.3333,145.1667,Bittern,Victoria,Australia,Tennis,7
-34.2558,150.6340,Pheasants Nest,New South Wales,Australia,Tennis,5
-27.5594,152.8828,Bellbowrie,Queensland,Australia,Cricket,4
-27.5333,153.2667,Cleveland,Queensland,Australia,Tennis,16
-31.8492,115.7559,Watermans Bay,Western Australia,Australia,Soccer,4
-34.4000,150.9000,Balgownie,New South Wales,Australia,Rugby Union,2
-34.2035,150.7864,Appin,New South Wales,Australia,Cricket,4
-33.0112,151.6648,Floraville,New South Wales,Australia,Tennis,1
-34.8573,138.6133,Clearview,South Australia,Australia,Rugby Union,5
-41.2786,173.7670,Havelock,Marlborough,New Zealand,Rugby Union,1
-39.6806,176.8867,Hastings,Hawkes Bay,New Zealand,Rugby League,2
-37.7667,145.4667,Seville,Victoria,Australia,Rugby League,2
-27.4444,153.0444,Newstead,Queensland,Australia,Cricket,3
-43.3848,172.6766,Christchurch,Canterbury,New Zealand,Soccer,3
-27.4227,153.0335,Lutwyche,Queensland,Australia,Rugby League,6
-34.9365,138.6272,Glenside,South Australia,Australia,Australian Rules,6
-34.5623,150.8219,Oak Flats,New South Wales,Australia,Rugby Union,5
-31.9035,115.9090,Embleton,Western Australia,Australia,Rugby Union,5
-31.9456,115.8095,Jolimont,Western Australia,Australia,Rugby Union,3
-27.6333,152.7000,Amberley,Queensland,Australia,Cricket,2
-31.9412,152.5161,Taree,New South Wales,Australia,Rugby Union,3
-37.8333,145.0000,Cremorne,Victoria,Australia,Cricket,5
-41.1245,174.8198,Porirua,Wellington,New Zealand,Tennis,5
-33.8667,151.1000,Concord,New South Wales,Australia,Rugby League,26
-43.1964,147.2604,Woodbridge,Tasmania,Australia,Soccer,2
-33.7487,151.0338,Pennant Hills,New South Wales,Australia,Rugby Union,8
-37.8229,147.6104,Bairnsdale,Victoria,Australia,Australian Rules,4
-34.8589,138.5966,Adelaide,South Australia,Australia,Rugby League,4
-32.8020,151.5133,Heddon Greta,New South Wales,Australia,Tennis,2
-36.7000,144.3333,Ascot,Victoria,Australia,Australian Rules,2
-29.7000,152.9500,South Grafton,New South Wales,Australia,Rugby League,2
-32.9897,151.6364,Warners Bay,New South Wales,Australia,Australian Rules,1
-34.9500,138.5500,Plympton,South Australia,Australia,Soccer,6
-32.0249,115.8020,Attadale,Western Australia,Australia,Rugby Union,2
-31.9397,115.8701,Perth,Western Australia,Australia,Cricket,8
-37.8333,145.0833,Canterbury,Victoria,Australia,Soccer,1
-35.0027,138.5886,Pasadena,South Australia,Australia,Australian Rules,2
-34.9014,138.5750,Hindmarsh,South Australia,Australia,Rugby League,1
-27.4230,153.1511,Wynnum,Queensland,Australia,Soccer,5
-33.8701,150.8612,Edensor Park,New South Wales,Australia,Cricket,2
-28.2130,153.5363,Banora Point,New South Wales,Australia,Australian Rules,2
-27.5575,153.2648,Thornlands,Queensland,Australia,Rugby Union,1
-27.2034,152.9592,Narangba,Queensland,Australia,Rugby League,3
-42.8351,147.2949,Lutana,Tasmania,Australia,Australian Rules,3
-33.8343,151.1459,Hunters Hill,New South Wales,Australia,Australian Rules,4
-34.8356,138.7232,Vista,South Australia,Australia,Cricket,1
-19.2904,146.7535,Heatley,Queensland,Australia,Rugby League,5
-28.0167,153.4000,Benowa,Queensland,Australia,Cricket,14
-30.7500,121.4667,Kalgoorlie,Western Australia,Australia,Rugby League,2
-32.0500,115.9833,Maddington,Western Australia,Australia,Cricket,13
-37.7292,145.2157,Warrandyte,Victoria,Australia,Cricket,1
-37.8895,145.0581,Melbourne,Victoria,Australia,Cricket,8
-34.0431,150.7730,Mount Annan,New South Wales,Australia,Rugby Union,1
-33.8790,151.2510,Bellevue Hill,New South Wales,Australia,Rugby League,1
-32.0205,116.0765,Lesmurdie,Western Australia,Australia,Tennis,3
-37.9173,145.1304,Clayton North,Victoria,Australia,Tennis,2
-35.0667,138.7167,Bradbury,South Australia,Australia,Australian Rules,5
-33.2267,151.5028,Charmhaven,New South Wales,Australia,Soccer,6
-27.2715,153.0394,Griffin,Queensland,Australia,Australian Rules,13
-39.1582,174.1802,Inglewood,Taranaki,New Zealand,Tennis,2
-41.3274,147.0606,Dilston,Tasmania,Australia,Tennis,2
-42.9833,147.3167,Kingston Beach,Tasmania,Australia,Cricket,2
-33.9167,151.2000,Alexandria,New South Wales,Australia,Tennis,1
-33.8213,151.2161,Cammeray,New South Wales,Australia,Soccer,5
-32.1066,115.9590,Southern River,Western Australia,Australia,Rugby League,6
-32.4668,138.2000,Bruce,South Australia,Australia,Soccer,9
-38.6641,178.0250,Gisborne,Gisborne,New Zealand,Tennis,1
-26.6571,152.8641,Flaxton,Queensland,Australia,Rugby League,1
-35.3613,149.0570,Fisher,Australian Capital Territory,Australia,Rugby Union,2
-35.7490,174.3270,Whangarei,Northland Region,New Zealand,Cricket,3
-37.7945,145.2389,Ringwood North,Victoria,Australia,Soccer,3
-42.9136,147.4875,Lauderdale,Tasmania,Australia,Soccer,1
-26.7167,150.5500,Chinchilla,Queensland,Australia,Soccer,1
-25.6168,151.4333,Boomerang,Queensland,Australia,Tennis,4
-37.9833,145.1167,Braeside,Victoria,Australia,Soccer,2
-36.4500,146.3667,Oxley,Victoria,Australia,Soccer,1
-33.9348,151.0905,Sydney,New South Wales,Australia,Soccer,3
-38.5146,145.3576,Newhaven,Victoria,Australia,Cricket,2
-34.4541,138.8087,Freeling,South Australia,Australia,Soccer,5
-27.1963,152.8225,Dayboro,Queensland,Australia,Tennis,2
-38.1605,146.3645,Yallourn North,Victoria,Australia,Cricket,1
-18.5827,146.2855,Halifax,Queensland,Australia,Cricket,1
-31.7812,115.8182,Pearsall,Western Australia,Australia,Cricket,2
-38.2000,144.3500,Grovedale,Victoria,Australia,Rugby Union,5
-28.1393,153.3530,Bonogin,Queensland,Australia,Australian Rules,12
-31.9550,115.8359,Perth,Western Australia,Australia,Tennis,48
-27.2000,151.3167,Dalby,Queensland,Australia,Soccer,12
-35.3720,149.0877,Torrens,Australian Capital Territory,Australia,Australian Rules,13
-26.7007,152.9935,Palmwoods,Queensland,Australia,Rugby Union,10
-34.8589,138.5966,Adelaide,South Australia,Australia,Soccer,8
-27.5333,153.0833,Mount Gravatt,Queensland,Australia,Australian Rules,23
-37.7000,144.9333,Glenroy,Victoria,Australia,Rugby Union,15
-36.8760,174.6829,Auckland,Auckland,New Zealand,Tennis,2
-42.8874,147.4055,Howrah,Tasmania,Australia,Soccer,21
-33.5000,151.3167,Blackwall,New South Wales,Australia,Tennis,3
-33.8778,151.2435,Double Bay,New South Wales,Australia,Tennis,14
-33.2833,151.5667,Noraville,New South Wales,Australia,Australian Rules,6
-35.0667,138.5500,OHalloran Hill,South Australia,Australia,Soccer,15
-27.5545,153.1011,Wishart,Queensland,Australia,Cricket,11
-45.9059,170.4912,Dunedin,Otago,New Zealand,Rugby League,18
-45.8792,170.4720,Dunedin,Otago,New Zealand,Tennis,11
-33.5167,150.2000,Bell,New South Wales,Australia,Rugby League,5
-27.4178,153.0702,Hendra,Queensland,Australia,Soccer,33
-37.9000,145.1000,Oakleigh,Victoria,Australia,Tennis,68
-26.7817,153.1165,Aroona,Queensland,Australia,Rugby League,26
-34.0000,151.0667,Oyster Bay,New South Wales,Australia,Rugby League,25
-34.8916,138.6589,Hectorville,South Australia,Australia,Australian Rules,15
-37.7168,145.1167,Briar Hill,Victoria,Australia,Soccer,8
-31.0333,151.7167,Waterloo,New South Wales,Australia,Soccer,41
-36.7384,174.7534,Auckland,Auckland,New Zealand,Rugby League,2
-36.8578,174.7579,Auckland,Auckland,New Zealand,Cricket,9
-27.6133,152.9855,Doolandella,Queensland,Australia,Soccer,4
-33.9668,150.9833,East Hills,New South Wales,Australia,Rugby League,45
-27.4167,153.0000,Enoggera,Queensland,Australia,Soccer,20
-28.0509,153.3731,Merrimac,Queensland,Australia,Rugby League,17
-38.3844,144.8828,Rosebud,Victoria,Australia,Rugby League,2
-33.8333,151.0167,Granville,New South Wales,Australia,Rugby League,16
-32.6000,148.9833,Wellington,New South Wales,Australia,Rugby League,8
-37.7833,145.3000,Mooroolbark,Victoria,Australia,Cricket,26
-34.6757,138.7101,Blakeview,South Australia,Australia,Rugby Union,4
-33.8000,151.0833,Eastwood,New South Wales,Australia,Rugby Union,61
-38.0667,175.5500,Pukeatua,Waikato,New Zealand,Soccer,1
-33.9500,151.2333,Matraville,New South Wales,Australia,Tennis,24
-32.0500,115.7667,East Fremantle,Western Australia,Australia,Rugby Union,4
-33.4833,151.3667,Davistown,New South Wales,Australia,Rugby Union,8
-27.3500,153.0667,Boondall,Queensland,Australia,Rugby Union,11
-34.0833,151.1500,Cronulla,New South Wales,Australia,Rugby Union,27
-31.7783,152.2596,Wingham,New South Wales,Australia,Tennis,10
-33.3844,148.0076,Forbes,New South Wales,Australia,Australian Rules,4
-16.8769,145.7566,Cairns,Queensland,Australia,Rugby Union,8
-35.3346,149.0319,Duffy,Australian Capital Territory,Australia,Cricket,16
-37.9700,177.0840,Whakatane,Bay of Plenty,New Zealand,Soccer,4
-27.2143,153.0468,Rothwell,Queensland,Australia,Soccer,27
-27.4765,152.9966,Toowong,Queensland,Australia,Cricket,20
-27.4919,153.1532,Gumdale,Queensland,Australia,Soccer,11
-45.8839,170.3552,Dunedin,Otago,New Zealand,Soccer,2
-35.1987,149.0644,Spence,Australian Capital Territory,Australia,Tennis,11
-35.1940,149.0198,Dunlop,Australian Capital Territory,Australia,Cricket,27
-27.4444,153.0444,Newstead,Queensland,Australia,Soccer,4
-37.7333,145.1500,Eltham,Victoria,Australia,Rugby League,34
-38.1333,144.3167,Geelong,Victoria,Australia,Rugby League,8
-33.0423,151.6116,Coal Point,New South Wales,Australia,Rugby Union,31
-32.6017,115.8978,North Pinjarra,Western Australia,Australia,Australian Rules,2
-27.3500,153.0667,Boondall,Queensland,Australia,Tennis,18
-34.7000,138.7667,One Tree Hill,South Australia,Australia,Australian Rules,10
-35.0074,138.5356,Warradale,South Australia,Australia,Soccer,5
-37.8333,145.0000,Cremorne,Victoria,Australia,Soccer,9
-35.2178,138.5633,McLaren Vale,South Australia,Australia,Tennis,12
-34.6757,138.7101,Blakeview,South Australia,Australia,Tennis,16
-27.4833,153.0583,Norman Park,Queensland,Australia,Australian Rules,14
-34.4775,150.4204,Bowral,New South Wales,Australia,Rugby League,53
-26.4880,153.0758,Peregian Springs,Queensland,Australia,Tennis,5
-36.3000,144.6500,Rochester,Victoria,Australia,Rugby League,4
-33.0762,151.4541,Cooranbong,New South Wales,Australia,Rugby League,10
-35.1500,138.5167,Hackham,South Australia,Australia,Tennis,9
-34.0000,151.0667,Como,New South Wales,Australia,Soccer,11
-22.0016,148.0466,Moranbah,Queensland,Australia,Cricket,1
-26.7115,153.1220,Parrearra,Queensland,Australia,Rugby Union,4
-37.1355,175.5456,Thames,Waikato,New Zealand,Soccer,3
-27.5486,152.9128,Westlake,Queensland,Australia,Rugby League,14
-33.1825,151.4880,Wyee,New South Wales,Australia,Rugby Union,4
-27.6477,153.0546,Drewvale,Queensland,Australia,Cricket,1
-33.8806,150.7876,Kemps Creek,New South Wales,Australia,Rugby Union,3
-41.3155,174.8166,Wellington,Wellington,New Zealand,Soccer,40
-46.4109,168.3511,Invercargill,Southland,New Zealand,Soccer,4
-27.4224,153.0420,Wooloowin,Queensland,Australia,Australian Rules,38
-38.3667,144.8167,Rye,Victoria,Australia,Rugby Union,3
-33.9125,151.2500,Randwick,New South Wales,Australia,Tennis,129
-27.3397,153.0292,Fitzgibbon,Queensland,Australia,Rugby Union,5
-46.2018,168.3909,Winton,Southland,New Zealand,Cricket,1
-27.5560,152.9222,Middle Park,Queensland,Australia,Soccer,7
-32.1436,115.8653,Atwell,Western Australia,Australia,Rugby Union,10
-27.9399,153.3144,Pacific Pines,Queensland,Australia,Tennis,6
-31.7624,115.7589,Heathridge,Western Australia,Australia,Rugby League,10
-32.1428,115.8500,Success,Western Australia,Australia,Rugby League,7
-27.4000,153.0667,Northgate,Queensland,Australia,Cricket,21
-33.7380,150.8181,Blackett,New South Wales,Australia,Rugby League,9
-37.5167,144.4833,Gisborne,Victoria,Australia,Tennis,15
-38.2667,141.9667,Codrington,Victoria,Australia,Australian Rules,1
-34.7780,137.8608,Port Vincent,South Australia,Australia,Tennis,4
-36.8833,174.8667,Panmure,Auckland,New Zealand,Rugby League,3
-35.0333,138.5667,Darlington,South Australia,Australia,Cricket,3
-36.0749,146.9239,Albury,New South Wales,Australia,Rugby League,24
-37.6986,144.7863,Taylors Lakes,Victoria,Australia,Rugby Union,3
-31.8416,115.7569,Marmion,Western Australia,Australia,Australian Rules,6
-33.7826,151.1955,Roseville,New South Wales,Australia,Tennis,17
-42.9833,147.3167,Kingston Beach,Tasmania,Australia,Soccer,2
-37.1167,143.7167,Daisy Hill,Victoria,Australia,Tennis,1
-27.4500,153.0167,Kelvin Grove,Queensland,Australia,Australian Rules,7
-37.6348,176.0467,Tauranga,Bay of Plenty Region,New Zealand,Cricket,1
-33.8883,151.1227,Ashfield,New South Wales,Australia,Tennis,11
-26.7310,152.9977,Ilkley,Queensland,Australia,Cricket,6
-33.0717,151.6553,Blacksmiths,New South Wales,Australia,Rugby League,15
-27.4906,152.9786,Taringa,Queensland,Australia,Soccer,16
-41.0949,145.6115,Wynyard,Tasmania,Australia,Cricket,6
-32.9821,151.6919,Gateshead,New South Wales,Australia,Rugby League,5
-33.8229,151.0078,City of Parramatta,New South Wales,Australia,Soccer,31
-38.5333,145.4500,Wonthaggi,Victoria,Australia,Rugby Union,4
-37.7833,144.9333,Brunswick West,Victoria,Australia,Rugby League,3
-31.9397,115.8701,Perth,Western Australia,Australia,Soccer,11
-37.8253,144.9522,Southbank,Victoria,Australia,Tennis,8
-33.9515,150.8632,Edmondson Park,New South Wales,Australia,Australian Rules,6
-41.3500,146.8833,Glengarry,Tasmania,Australia,Tennis,3
-25.6168,152.5333,Yerra,Queensland,Australia,Rugby League,5
-28.0531,153.3981,Clear Island Waters,Queensland,Australia,Soccer,11
-32.7000,151.5333,Aberglasslyn,New South Wales,Australia,Cricket,5
-36.9032,174.7420,Auckland,Auckland,New Zealand,Cricket,38
-33.8779,151.1400,Haberfield,New South Wales,Australia,Rugby Union,6
-33.8437,151.2075,Lavender Bay,New South Wales,Australia,Rugby Union,7
-33.9099,151.1287,Hurlstone Park,New South Wales,Australia,Cricket,13
-38.1333,144.3500,Geelong,Victoria,Australia,Australian Rules,1
-37.8667,144.9000,Williamstown,Victoria,Australia,Soccer,5
-31.8733,115.8990,Noranda,Western Australia,Australia,Australian Rules,12
-34.6232,138.7217,Evanston Gardens,South Australia,Australia,Australian Rules,6
-34.7571,138.6082,Paralowie,South Australia,Australia,Rugby League,3
-37.8895,145.0581,Melbourne,Victoria,Australia,Australian Rules,24
-38.0333,145.3000,Narre Warren,Victoria,Australia,Rugby Union,5
-35.2324,149.0272,Higgins,Australian Capital Territory,Australia,Soccer,7
-27.5355,152.9382,Mount Ommaney,Queensland,Australia,Cricket,7
-35.3767,149.1050,Mawson,Australian Capital Territory,Australia,Rugby Union,2
-27.5393,153.0990,Brisbane,Queensland,Australia,Soccer,15
-31.3906,152.8314,Port Macquarie,New South Wales,Australia,Australian Rules,2
-33.9353,151.1257,Bardwell Valley,New South Wales,Australia,Rugby Union,1
-33.2793,115.7150,Australind,Western Australia,Australia,Tennis,6
-31.6148,115.6837,Alkimos,Western Australia,Australia,Cricket,3
