calendar_dt,sport_name,turnover_gbp
2013-10-24T00:00:00.0000000,Soccer,132926.2272
2013-10-24T00:00:00.0000000,Tennis,193880.4352
2013-10-25T00:00:00.0000000,Cricket,385999.4176
2013-10-25T00:00:00.0000000,Rugby Union,13678.7072
2013-10-25T00:00:00.0000000,Soccer,190264.7296
2013-10-25T00:00:00.0000000,Tennis,321684.9728
2013-10-26T00:00:00.0000000,Cricket,222839.776
2013-10-26T00:00:00.0000000,Rugby League,105177.9328
2013-10-26T00:00:00.0000000,Rugby Union,21433.2992
2013-10-26T00:00:00.0000000,Soccer,634795.776
2013-10-26T00:00:00.0000000,Tennis,164818.8352
2013-10-27T00:00:00.0000000,Cricket,63874.9696
2013-10-27T00:00:00.0000000,Rugby League,43021.7664
2013-10-27T00:00:00.0000000,Rugby Union,374.6368
2013-10-27T00:00:00.0000000,Soccer,434080.3712
2013-10-27T00:00:00.0000000,Tennis,194605.0112
2013-10-28T00:00:00.0000000,Cricket,931.3152
2013-10-28T00:00:00.0000000,Rugby League,34691.2896
2013-10-28T00:00:00.0000000,Soccer,121808.8576
2013-10-28T00:00:00.0000000,Tennis,282294.8928
2013-10-29T00:00:00.0000000,Cricket,325694.7264
2013-10-29T00:00:00.0000000,Rugby League,66314.0224
2013-10-29T00:00:00.0000000,Soccer,184251.5264
2013-10-29T00:00:00.0000000,Tennis,579333.6768
2013-10-30T00:00:00.0000000,Cricket,938984.2816
2013-10-30T00:00:00.0000000,Rugby League,9561.5552
2013-10-30T00:00:00.0000000,Soccer,191273.2672
2013-10-30T00:00:00.0000000,Tennis,282728.7424
2013-10-31T00:00:00.0000000,Cricket,310665.3696
2013-10-31T00:00:00.0000000,Soccer,158652.4864
2013-10-31T00:00:00.0000000,Tennis,613050.7712
2013-11-01T00:00:00.0000000,Cricket,165799.552
2013-11-01T00:00:00.0000000,Rugby League,28346.2592
2013-11-01T00:00:00.0000000,Rugby Union,512.8704
2013-11-01T00:00:00.0000000,Soccer,243356.864
2013-11-01T00:00:00.0000000,Tennis,272030.0544
2013-11-02T00:00:00.0000000,Cricket,688140.0832
2013-11-02T00:00:00.0000000,Rugby League,88486.7136
2013-11-02T00:00:00.0000000,Rugby Union,50426.6624
2013-11-02T00:00:00.0000000,Soccer,421210.7648
2013-11-02T00:00:00.0000000,Tennis,292771.5904
2013-11-03T00:00:00.0000000,Cricket,225196.2624
2013-11-03T00:00:00.0000000,Rugby League,13216.64
2013-11-03T00:00:00.0000000,Rugby Union,639.8976
2013-11-03T00:00:00.0000000,Soccer,320795.2768
2013-11-03T00:00:00.0000000,Tennis,137891.7248
2013-11-04T00:00:00.0000000,Cricket,4931.1552
2013-11-04T00:00:00.0000000,Rugby League,17843.616
2013-11-04T00:00:00.0000000,Soccer,112243.4048
2013-11-04T00:00:00.0000000,Tennis,175452.0768
2013-11-05T00:00:00.0000000,Cricket,758.528
2013-11-05T00:00:00.0000000,Rugby League,16447.8528
2013-11-05T00:00:00.0000000,Soccer,200119.9488
2013-11-05T00:00:00.0000000,Tennis,168677.7024
2013-11-06T00:00:00.0000000,Cricket,404696.2368
2013-11-06T00:00:00.0000000,Soccer,182719.0016
2013-11-06T00:00:00.0000000,Tennis,218711.2576
2013-11-07T00:00:00.0000000,Cricket,545.0176
2013-11-07T00:00:00.0000000,Rugby League,10272.0064
2013-11-07T00:00:00.0000000,Soccer,174300.6976
2013-11-07T00:00:00.0000000,Tennis,435463.6736
2013-11-08T00:00:00.0000000,Cricket,551622.0864
2013-11-08T00:00:00.0000000,Rugby League,15021.3632
2013-11-08T00:00:00.0000000,Rugby Union,183.1296
2013-11-08T00:00:00.0000000,Soccer,178772.672
2013-11-08T00:00:00.0000000,Tennis,379067.8848
2013-11-09T00:00:00.0000000,Cricket,12698.9312
2013-11-09T00:00:00.0000000,Rugby League,34299.52
2013-11-09T00:00:00.0000000,Rugby Union,108593.7792
2013-11-09T00:00:00.0000000,Soccer,465141.184
2013-11-09T00:00:00.0000000,Tennis,318471.1232
2013-11-10T00:00:00.0000000,Cricket,39231.6288
2013-11-10T00:00:00.0000000,Rugby League,8490.3744
2013-11-10T00:00:00.0000000,Rugby Union,1.28
2013-11-10T00:00:00.0000000,Soccer,480967.6608
2013-11-10T00:00:00.0000000,Tennis,361018.0416
2013-11-11T00:00:00.0000000,Cricket,273685.1584
2013-11-11T00:00:00.0000000,Rugby League,30227.6288
2013-11-11T00:00:00.0000000,Soccer,43862.8096
2013-11-11T00:00:00.0000000,Tennis,179670.6304
2013-11-12T00:00:00.0000000,Cricket,505512.9408
2013-11-12T00:00:00.0000000,Soccer,63326.08
2013-11-12T00:00:00.0000000,Tennis,45.152
2013-11-13T00:00:00.0000000,Cricket,215913.3376
2013-11-13T00:00:00.0000000,Soccer,114340.3456
2013-11-13T00:00:00.0000000,Tennis,34405.8368
2013-11-14T00:00:00.0000000,Cricket,2050.56
2013-11-14T00:00:00.0000000,Soccer,71019.5584
2013-11-14T00:00:00.0000000,Tennis,10097.7792
2013-11-15T00:00:00.0000000,Cricket,189672.4032
2013-11-15T00:00:00.0000000,Rugby League,11032.992
2013-11-15T00:00:00.0000000,Rugby Union,140.5056
2013-11-15T00:00:00.0000000,Soccer,271308.9792
2013-11-15T00:00:00.0000000,Tennis,11303.5456
2013-11-16T00:00:00.0000000,Cricket,712753.8048
2013-11-16T00:00:00.0000000,Rugby League,70511.6544
2013-11-16T00:00:00.0000000,Rugby Union,150015.5776
2013-11-16T00:00:00.0000000,Soccer,244335.6032
2013-11-16T00:00:00.0000000,Tennis,10064.992
2013-11-17T00:00:00.0000000,Cricket,8958.4064
2013-11-17T00:00:00.0000000,Rugby League,12462.4128
2013-11-17T00:00:00.0000000,Rugby Union,43552.9536
2013-11-17T00:00:00.0000000,Soccer,162625.6128
2013-11-17T00:00:00.0000000,Tennis,95368.0128
2013-11-18T00:00:00.0000000,Cricket,9151.7568
2013-11-18T00:00:00.0000000,Soccer,105125.888
2013-11-18T00:00:00.0000000,Tennis,118.3232
2013-11-19T00:00:00.0000000,Cricket,23402.3232
2013-11-19T00:00:00.0000000,Soccer,249671.7568
2013-11-20T00:00:00.0000000,Cricket,142127.136
2013-11-20T00:00:00.0000000,Soccer,106554.6624
2013-11-21T00:00:00.0000000,Cricket,356661.1328
2013-11-21T00:00:00.0000000,Soccer,74426.56
2013-11-22T00:00:00.0000000,Cricket,217371.1616
2013-11-22T00:00:00.0000000,Rugby Union,20459.5072
2013-11-22T00:00:00.0000000,Soccer,172887.6096
2013-11-23T00:00:00.0000000,Cricket,20515.2384
2013-11-23T00:00:00.0000000,Rugby League,95052.3328
2013-11-23T00:00:00.0000000,Rugby Union,53513.984
2013-11-23T00:00:00.0000000,Soccer,450518.5728
2013-11-24T00:00:00.0000000,Cricket,2215298.342
2013-11-24T00:00:00.0000000,Rugby Union,66432.288
2013-11-24T00:00:00.0000000,Soccer,344787.8336
2013-11-25T00:00:00.0000000,Cricket,154.08
2013-11-25T00:00:00.0000000,Soccer,105767.9168
2013-11-26T00:00:00.0000000,Cricket,18272.8192
2013-11-26T00:00:00.0000000,Soccer,167148.192
2013-11-27T00:00:00.0000000,Cricket,466316.4352
2013-11-27T00:00:00.0000000,Soccer,143772.6592
2013-11-28T00:00:00.0000000,Cricket,15397.28
2013-11-28T00:00:00.0000000,Soccer,110852.7232
2013-11-29T00:00:00.0000000,Cricket,28352.0064
2013-11-29T00:00:00.0000000,Rugby Union,1148.9536
2013-11-29T00:00:00.0000000,Soccer,130463.2768
2013-11-30T00:00:00.0000000,Cricket,190889.3952
2013-11-30T00:00:00.0000000,Rugby League,266477.2544
2013-11-30T00:00:00.0000000,Rugby Union,50185.4208
2013-11-30T00:00:00.0000000,Soccer,381264.448
2013-12-01T00:00:00.0000000,Rugby Union,394.0416
2013-12-01T00:00:00.0000000,Soccer,477672.4224
2013-12-02T00:00:00.0000000,Cricket,367.2896
2013-12-02T00:00:00.0000000,Soccer,123473.3696
2013-12-03T00:00:00.0000000,Cricket,1419.2512
2013-12-03T00:00:00.0000000,Soccer,133773.9904
2013-12-04T00:00:00.0000000,Cricket,5959.0528
2013-12-04T00:00:00.0000000,Soccer,187242.7008
2013-12-05T00:00:00.0000000,Cricket,250286.8608
2013-12-05T00:00:00.0000000,Rugby Union,24.4096
2013-12-05T00:00:00.0000000,Soccer,47721.2032
2013-12-06T00:00:00.0000000,Cricket,33380.8704
2013-12-06T00:00:00.0000000,Rugby Union,4217.0432
2013-12-06T00:00:00.0000000,Soccer,204690.4832
2013-12-06T00:00:00.0000000,Tennis,4.256
2013-12-07T00:00:00.0000000,Cricket,768180.7168
2013-12-07T00:00:00.0000000,Rugby Union,13063.1488
2013-12-07T00:00:00.0000000,Soccer,387576.9024
2013-12-07T00:00:00.0000000,Tennis,35.6416
2013-12-08T00:00:00.0000000,Cricket,255225.504
2013-12-08T00:00:00.0000000,Rugby Union,5926.528
2013-12-08T00:00:00.0000000,Soccer,289215.6672
2013-12-09T00:00:00.0000000,Cricket,1338787.686
2013-12-09T00:00:00.0000000,Soccer,87959.1616
2013-12-10T00:00:00.0000000,Cricket,637.7792
2013-12-10T00:00:00.0000000,Soccer,154770.1376
2013-12-11T00:00:00.0000000,Cricket,133195.4304
2013-12-11T00:00:00.0000000,Soccer,156929.9648
2013-12-12T00:00:00.0000000,Cricket,11251.968
2013-12-12T00:00:00.0000000,Rugby Union,569.824
2013-12-12T00:00:00.0000000,Soccer,108538.7264
2013-12-13T00:00:00.0000000,Cricket,817810.2976
2013-12-13T00:00:00.0000000,Rugby Union,10924.7104
2013-12-13T00:00:00.0000000,Soccer,105952.8896
2013-12-14T00:00:00.0000000,Cricket,25482.656
2013-12-14T00:00:00.0000000,Rugby Union,16533.568
2013-12-14T00:00:00.0000000,Soccer,398362.6688
2013-12-15T00:00:00.0000000,Cricket,36854.5984
2013-12-15T00:00:00.0000000,Rugby Union,7043.2576
2013-12-15T00:00:00.0000000,Soccer,378619.8784
2013-12-16T00:00:00.0000000,Cricket,12079.5968
2013-12-16T00:00:00.0000000,Soccer,97063.6352
2013-12-17T00:00:00.0000000,Cricket,1656750.816
2013-12-17T00:00:00.0000000,Soccer,137195.6096
2013-12-18T00:00:00.0000000,Cricket,237426.8736
2013-12-18T00:00:00.0000000,Soccer,109823.136
2013-12-19T00:00:00.0000000,Cricket,20958.784
2013-12-19T00:00:00.0000000,Soccer,81707.5456
2013-12-20T00:00:00.0000000,Cricket,524560.3392
2013-12-20T00:00:00.0000000,Rugby Union,2901.792
2013-12-20T00:00:00.0000000,Soccer,100342.2784
2013-12-20T00:00:00.0000000,Tennis,3.136
2013-12-21T00:00:00.0000000,Cricket,298790.3232
2013-12-21T00:00:00.0000000,Rugby Union,7161.472
2013-12-21T00:00:00.0000000,Soccer,385939.52
2013-12-21T00:00:00.0000000,Tennis,114.8736
2013-12-22T00:00:00.0000000,Cricket,1468324.838
2013-12-22T00:00:00.0000000,Rugby Union,2135.9296
2013-12-22T00:00:00.0000000,Soccer,371456.2944
2013-12-23T00:00:00.0000000,Cricket,195.8144
2013-12-23T00:00:00.0000000,Soccer,182385.9072
2013-12-24T00:00:00.0000000,Soccer,34915.8784
2013-12-25T00:00:00.0000000,Cricket,219584.9152
2013-12-25T00:00:00.0000000,Soccer,11017.2288
2013-12-26T00:00:00.0000000,Cricket,822724.64
2013-12-26T00:00:00.0000000,Rugby Union,676.9728
2013-12-26T00:00:00.0000000,Soccer,372124.288
2013-12-26T00:00:00.0000000,Tennis,4559.3536
2013-12-27T00:00:00.0000000,Cricket,751225.4592
2013-12-27T00:00:00.0000000,Rugby Union,3382.7392
2013-12-27T00:00:00.0000000,Soccer,72442.4448
2013-12-27T00:00:00.0000000,Tennis,32139.2256
2013-12-28T00:00:00.0000000,Cricket,368636.3712
2013-12-28T00:00:00.0000000,Rugby Union,985.0944
2013-12-28T00:00:00.0000000,Soccer,303897.8432
2013-12-28T00:00:00.0000000,Tennis,81444.8576
2013-12-29T00:00:00.0000000,Cricket,1776677.939
2013-12-29T00:00:00.0000000,Rugby Union,4719.7184
2013-12-29T00:00:00.0000000,Soccer,281773.4464
2013-12-29T00:00:00.0000000,Tennis,68727.1424
2013-12-30T00:00:00.0000000,Cricket,752151.7184
2013-12-30T00:00:00.0000000,Soccer,42492.992
2013-12-30T00:00:00.0000000,Tennis,227995.1872
2013-12-31T00:00:00.0000000,Cricket,248277.9328
2013-12-31T00:00:00.0000000,Soccer,25378.2464
2013-12-31T00:00:00.0000000,Tennis,250559.3792
2014-01-01T00:00:00.0000000,Cricket,797404.64
2014-01-01T00:00:00.0000000,Rugby Union,90.0224
2014-01-01T00:00:00.0000000,Soccer,329164.256
2014-01-01T00:00:00.0000000,Tennis,222661.8304
2014-01-02T00:00:00.0000000,Cricket,544139.9232
2014-01-02T00:00:00.0000000,Soccer,85124.9088
2014-01-02T00:00:00.0000000,Tennis,324195.1616
2014-01-03T00:00:00.0000000,Cricket,348512.6912
2014-01-03T00:00:00.0000000,Rugby Union,1130.6176
2014-01-03T00:00:00.0000000,Soccer,76375.8016
2014-01-03T00:00:00.0000000,Tennis,371044.8704
2014-01-04T00:00:00.0000000,Cricket,953743.3536
2014-01-04T00:00:00.0000000,Rugby Union,5641.1072
2014-01-04T00:00:00.0000000,Soccer,289488.3712
2014-01-04T00:00:00.0000000,Tennis,337226.8672
2014-01-05T00:00:00.0000000,Cricket,1348292.915
2014-01-05T00:00:00.0000000,Rugby Union,1135.1744
2014-01-05T00:00:00.0000000,Soccer,304543.0912
2014-01-05T00:00:00.0000000,Tennis,362766.7136
2014-01-06T00:00:00.0000000,Soccer,136861.4656
2014-01-06T00:00:00.0000000,Tennis,219830.5792
2014-01-07T00:00:00.0000000,Cricket,528810.2528
2014-01-07T00:00:00.0000000,Soccer,81826.368
2014-01-07T00:00:00.0000000,Tennis,269765.952
2014-01-08T00:00:00.0000000,Cricket,836311.4112
2014-01-08T00:00:00.0000000,Soccer,119330.208
2014-01-08T00:00:00.0000000,Tennis,274036.6528
2014-01-09T00:00:00.0000000,Cricket,395605.6384
2014-01-09T00:00:00.0000000,Rugby Union,2151.1872
2014-01-09T00:00:00.0000000,Soccer,70844.9152
2014-01-09T00:00:00.0000000,Tennis,306570.0416
2014-01-10T00:00:00.0000000,Cricket,108916.8384
2014-01-10T00:00:00.0000000,Rugby Union,10508.1344
2014-01-10T00:00:00.0000000,Soccer,93919.8976
2014-01-10T00:00:00.0000000,Tennis,163994.304
2014-01-11T00:00:00.0000000,Cricket,971490.8416
2014-01-11T00:00:00.0000000,Rugby Union,9178.1504
2014-01-11T00:00:00.0000000,Soccer,380544.7168
2014-01-11T00:00:00.0000000,Tennis,76462.9504
2014-01-12T00:00:00.0000000,Cricket,960369.1776
2014-01-12T00:00:00.0000000,Rugby Union,3601.9968
2014-01-12T00:00:00.0000000,Soccer,344597.0688
2014-01-12T00:00:00.0000000,Tennis,16.5952
2014-01-13T00:00:00.0000000,Cricket,5971.8784
2014-01-13T00:00:00.0000000,Soccer,114675.2448
2014-01-13T00:00:00.0000000,Tennis,913497.536
2014-01-14T00:00:00.0000000,Cricket,228217.5616
2014-01-14T00:00:00.0000000,Soccer,84566.9248
2014-01-14T00:00:00.0000000,Tennis,1273467.232
2014-01-15T00:00:00.0000000,Cricket,1191136.326
2014-01-15T00:00:00.0000000,Soccer,106868.384
2014-01-15T00:00:00.0000000,Tennis,963899.648
2014-01-16T00:00:00.0000000,Cricket,577983.1936
2014-01-16T00:00:00.0000000,Rugby Union,3051.7888
2014-01-16T00:00:00.0000000,Soccer,66555.1424
2014-01-16T00:00:00.0000000,Tennis,954715.4816
2014-01-17T00:00:00.0000000,Cricket,999068.5696
2014-01-17T00:00:00.0000000,Rugby Union,6818.1632
2014-01-17T00:00:00.0000000,Soccer,91138.5408
2014-01-17T00:00:00.0000000,Tennis,980173.1392
2014-01-18T00:00:00.0000000,Cricket,404481.9776
2014-01-18T00:00:00.0000000,Rugby Union,25880.0704
2014-01-18T00:00:00.0000000,Soccer,427546.2528
2014-01-18T00:00:00.0000000,Tennis,703473.6384
2014-01-19T00:00:00.0000000,Cricket,676799.008
2014-01-19T00:00:00.0000000,Rugby Union,4891.104
2014-01-19T00:00:00.0000000,Soccer,368073.6512
2014-01-19T00:00:00.0000000,Tennis,823170.1248
2014-01-20T00:00:00.0000000,Cricket,330361.4336
2014-01-20T00:00:00.0000000,Soccer,133978.848
2014-01-20T00:00:00.0000000,Tennis,1261882.438
2014-01-21T00:00:00.0000000,Cricket,400080.9472
2014-01-21T00:00:00.0000000,Soccer,89867.2064
2014-01-21T00:00:00.0000000,Tennis,1454748.749
2014-01-22T00:00:00.0000000,Cricket,1137954.349
2014-01-22T00:00:00.0000000,Soccer,108410.9184
2014-01-22T00:00:00.0000000,Tennis,1510063.027
2014-01-23T00:00:00.0000000,Cricket,526101.5104
2014-01-23T00:00:00.0000000,Soccer,39865.984
2014-01-23T00:00:00.0000000,Tennis,1409562.995
2014-01-24T00:00:00.0000000,Cricket,721259.6032
2014-01-24T00:00:00.0000000,Rugby Union,353.5872
2014-01-24T00:00:00.0000000,Soccer,111403.6928
2014-01-24T00:00:00.0000000,Tennis,892163.52
2014-01-25T00:00:00.0000000,Cricket,345202.2656
2014-01-25T00:00:00.0000000,Rugby Union,1749.984
2014-01-25T00:00:00.0000000,Soccer,336954.976
2014-01-25T00:00:00.0000000,Tennis,762052.6592
2014-01-26T00:00:00.0000000,Cricket,539671.2512
2014-01-26T00:00:00.0000000,Rugby Union,780.8576
2014-01-26T00:00:00.0000000,Soccer,224378.8096
2014-01-26T00:00:00.0000000,Tennis,1846205.683
2014-01-27T00:00:00.0000000,Cricket,307357.76
2014-01-27T00:00:00.0000000,Soccer,65653.344
2014-01-27T00:00:00.0000000,Tennis,62829.8432
2014-01-28T00:00:00.0000000,Cricket,664974.8736
2014-01-28T00:00:00.0000000,Soccer,178329.6256
2014-01-28T00:00:00.0000000,Tennis,161303.52
2014-01-29T00:00:00.0000000,Cricket,558743.7376
2014-01-29T00:00:00.0000000,Soccer,140366.7072
2014-01-29T00:00:00.0000000,Tennis,133218.1952
2014-01-30T00:00:00.0000000,Cricket,136025.312
2014-01-30T00:00:00.0000000,Soccer,57164.032
2014-01-30T00:00:00.0000000,Tennis,186672.7296
2014-01-31T00:00:00.0000000,Cricket,1216701.901
2014-01-31T00:00:00.0000000,Rugby Union,855.7888
2014-01-31T00:00:00.0000000,Soccer,139219.6288
2014-01-31T00:00:00.0000000,Tennis,302945.6128
2014-02-01T00:00:00.0000000,Cricket,2711.168
2014-02-01T00:00:00.0000000,Rugby Union,39820.8
2014-02-01T00:00:00.0000000,Soccer,304330.0224
2014-02-01T00:00:00.0000000,Tennis,182584.5056
2014-02-02T00:00:00.0000000,Cricket,640157.8432
2014-02-02T00:00:00.0000000,Rugby Union,16965.5296
2014-02-02T00:00:00.0000000,Soccer,270912.8192
2014-02-02T00:00:00.0000000,Tennis,183773.3312
2014-02-03T00:00:00.0000000,Cricket,1812.992
2014-02-03T00:00:00.0000000,Soccer,158979.0656
2014-02-03T00:00:00.0000000,Tennis,55593.6192
2014-02-04T00:00:00.0000000,Cricket,772585.376
2014-02-04T00:00:00.0000000,Soccer,72577.152
2014-02-04T00:00:00.0000000,Tennis,210757.7152
2014-02-05T00:00:00.0000000,Cricket,1062244.608
2014-02-05T00:00:00.0000000,Soccer,109940.6784
2014-02-05T00:00:00.0000000,Tennis,158017.1648
2014-02-06T00:00:00.0000000,Cricket,63679.6224
2014-02-06T00:00:00.0000000,Soccer,179247.5776
2014-02-06T00:00:00.0000000,Tennis,237219.5712
2014-02-07T00:00:00.0000000,Cricket,791276.4608
2014-02-07T00:00:00.0000000,Rugby League,3557.248
2014-02-07T00:00:00.0000000,Rugby Union,1957.7216
2014-02-07T00:00:00.0000000,Soccer,179933.7024
2014-02-07T00:00:00.0000000,Tennis,176432.1984
2014-02-08T00:00:00.0000000,Cricket,337427.5136
2014-02-08T00:00:00.0000000,Rugby Union,60080.9408
2014-02-08T00:00:00.0000000,Soccer,516443.3024
2014-02-08T00:00:00.0000000,Tennis,126792.2496
2014-02-09T00:00:00.0000000,Cricket,1363446.387
2014-02-09T00:00:00.0000000,Rugby Union,19539.7952
2014-02-09T00:00:00.0000000,Soccer,418981.0368
2014-02-09T00:00:00.0000000,Tennis,91606.016
2014-02-10T00:00:00.0000000,Cricket,3548.2368
2014-02-10T00:00:00.0000000,Soccer,92674.4832
2014-02-10T00:00:00.0000000,Tennis,181390.5408
2014-02-11T00:00:00.0000000,Cricket,9166.0672
2014-02-11T00:00:00.0000000,Soccer,138695.3728
2014-02-11T00:00:00.0000000,Tennis,308235.7376
2014-02-12T00:00:00.0000000,Australian Rules,19727.648
2014-02-12T00:00:00.0000000,Cricket,302055.776
2014-02-12T00:00:00.0000000,Soccer,191895.5648
2014-02-12T00:00:00.0000000,Tennis,325586.176
2014-02-13T00:00:00.0000000,Australian Rules,21449.6
2014-02-13T00:00:00.0000000,Cricket,31811.1296
2014-02-13T00:00:00.0000000,Rugby League,592.32
2014-02-13T00:00:00.0000000,Soccer,74588.6784
2014-02-13T00:00:00.0000000,Tennis,281668.5504
2014-02-14T00:00:00.0000000,Australian Rules,12565.1264
2014-02-14T00:00:00.0000000,Cricket,332409.0816
2014-02-14T00:00:00.0000000,Rugby League,5087.52
2014-02-14T00:00:00.0000000,Rugby Union,931.296
2014-02-14T00:00:00.0000000,Soccer,119084.6528
2014-02-14T00:00:00.0000000,Tennis,175523.9232
2014-02-15T00:00:00.0000000,Australian Rules,7083.2192
2014-02-15T00:00:00.0000000,Cricket,905501.8496
2014-02-15T00:00:00.0000000,Rugby League,51185.9776
2014-02-15T00:00:00.0000000,Rugby Union,24627.904
2014-02-15T00:00:00.0000000,Soccer,359735.8528
2014-02-15T00:00:00.0000000,Tennis,258682.944
2014-02-16T00:00:00.0000000,Australian Rules,9652.288
2014-02-16T00:00:00.0000000,Cricket,67164.0064
2014-02-16T00:00:00.0000000,Rugby League,123785.1456
2014-02-16T00:00:00.0000000,Rugby Union,2722.9568
2014-02-16T00:00:00.0000000,Soccer,327834.7264
2014-02-16T00:00:00.0000000,Tennis,174703.968
2014-02-17T00:00:00.0000000,Australian Rules,28777.1584
2014-02-17T00:00:00.0000000,Cricket,198184.0768
2014-02-17T00:00:00.0000000,Soccer,61524.6016
2014-02-17T00:00:00.0000000,Tennis,125160.9728
2014-02-18T00:00:00.0000000,Australian Rules,18463.3152
2014-02-18T00:00:00.0000000,Cricket,1685292.077
2014-02-18T00:00:00.0000000,Soccer,177171.7312
2014-02-18T00:00:00.0000000,Tennis,228601.92
2014-02-19T00:00:00.0000000,Cricket,89062.6752
2014-02-19T00:00:00.0000000,Soccer,299884.768
2014-02-19T00:00:00.0000000,Tennis,278030.7968
2014-02-20T00:00:00.0000000,Australian Rules,19531.8464
2014-02-20T00:00:00.0000000,Cricket,248601.1648
2014-02-20T00:00:00.0000000,Rugby League,83.9616
2014-02-20T00:00:00.0000000,Rugby Union,147.2256
2014-02-20T00:00:00.0000000,Soccer,206372.9344
2014-02-20T00:00:00.0000000,Tennis,343418.7264
2014-02-21T00:00:00.0000000,Australian Rules,19730.752
2014-02-21T00:00:00.0000000,Cricket,74859.6288
2014-02-21T00:00:00.0000000,Rugby League,1214.5536
2014-02-21T00:00:00.0000000,Rugby Union,53798.24
2014-02-21T00:00:00.0000000,Soccer,186293.696
2014-02-21T00:00:00.0000000,Tennis,265607.5136
2014-02-22T00:00:00.0000000,Australian Rules,12113.4016
2014-02-22T00:00:00.0000000,Cricket,193299.84
2014-02-22T00:00:00.0000000,Rugby League,73776.6848
2014-02-22T00:00:00.0000000,Rugby Union,99469.9648
2014-02-22T00:00:00.0000000,Soccer,657039.9616
2014-02-22T00:00:00.0000000,Tennis,188974.9504
2014-02-23T00:00:00.0000000,Australian Rules,11696.4928
2014-02-23T00:00:00.0000000,Cricket,1001847.174
2014-02-23T00:00:00.0000000,Rugby League,1450.8992
2014-02-23T00:00:00.0000000,Rugby Union,42523.52
2014-02-23T00:00:00.0000000,Soccer,326015.8144
2014-02-23T00:00:00.0000000,Tennis,154773.2096
2014-02-24T00:00:00.0000000,Australian Rules,23899.2512
2014-02-24T00:00:00.0000000,Cricket,126158.0288
2014-02-24T00:00:00.0000000,Soccer,131340.3968
2014-02-24T00:00:00.0000000,Tennis,213282.5216
2014-02-25T00:00:00.0000000,Australian Rules,25659.3088
2014-02-25T00:00:00.0000000,Cricket,142420.1856
2014-02-25T00:00:00.0000000,Rugby Union,30.6112
2014-02-25T00:00:00.0000000,Soccer,128818.5856
2014-02-25T00:00:00.0000000,Tennis,289938.2848
2014-02-26T00:00:00.0000000,Australian Rules,24932.5056
2014-02-26T00:00:00.0000000,Cricket,193582.6624
2014-02-26T00:00:00.0000000,Soccer,159950.944
2014-02-26T00:00:00.0000000,Tennis,392089.3504
2014-02-27T00:00:00.0000000,Australian Rules,18652.6272
2014-02-27T00:00:00.0000000,Cricket,268975.0592
2014-02-27T00:00:00.0000000,Rugby League,1519.4624
2014-02-27T00:00:00.0000000,Soccer,142859.3792
2014-02-27T00:00:00.0000000,Tennis,254119.8144
2014-02-28T00:00:00.0000000,Australian Rules,22878.9376
2014-02-28T00:00:00.0000000,Cricket,863813.5296
2014-02-28T00:00:00.0000000,Rugby League,4557.4656
2014-02-28T00:00:00.0000000,Rugby Union,114749.7536
2014-02-28T00:00:00.0000000,Soccer,133728.7424
2014-02-28T00:00:00.0000000,Tennis,298676.6208
2014-03-01T00:00:00.0000000,Australian Rules,9904.3072
2014-03-01T00:00:00.0000000,Cricket,177551.5264
2014-03-01T00:00:00.0000000,Rugby Union,157661.0176
2014-03-01T00:00:00.0000000,Soccer,297438.0224
2014-03-01T00:00:00.0000000,Tennis,188443.4176
2014-03-02T00:00:00.0000000,Cricket,606047.36
2014-03-02T00:00:00.0000000,Rugby League,4133.0496
2014-03-02T00:00:00.0000000,Rugby Union,992.2496
2014-03-02T00:00:00.0000000,Soccer,344560.9152
2014-03-02T00:00:00.0000000,Tennis,84969.344
2014-03-03T00:00:00.0000000,Cricket,276474.6944
2014-03-03T00:00:00.0000000,Soccer,86813.4208
2014-03-03T00:00:00.0000000,Tennis,18899.5328
2014-03-04T00:00:00.0000000,Cricket,732403.8144
2014-03-04T00:00:00.0000000,Soccer,55169.5552
2014-03-04T00:00:00.0000000,Tennis,44069.3696
2014-03-05T00:00:00.0000000,Cricket,1437386.605
2014-03-05T00:00:00.0000000,Soccer,161395.7952
2014-03-05T00:00:00.0000000,Tennis,60160.6976
2014-03-06T00:00:00.0000000,Cricket,366529.4912
2014-03-06T00:00:00.0000000,Rugby League,162753.8432
2014-03-06T00:00:00.0000000,Soccer,57206.4192
2014-03-06T00:00:00.0000000,Tennis,149358.9952
2014-03-07T00:00:00.0000000,Rugby League,107229.024
2014-03-07T00:00:00.0000000,Rugby Union,68336.8896
2014-03-07T00:00:00.0000000,Soccer,151833.2288
2014-03-07T00:00:00.0000000,Tennis,196823.808
2014-03-08T00:00:00.0000000,Cricket,330068.2112
2014-03-08T00:00:00.0000000,Rugby League,179031.424
2014-03-08T00:00:00.0000000,Rugby Union,99779.552
2014-03-08T00:00:00.0000000,Soccer,286139.3792
2014-03-08T00:00:00.0000000,Tennis,179637.2352
2014-03-09T00:00:00.0000000,Cricket,296717.2352
2014-03-09T00:00:00.0000000,Rugby League,129917.2352
2014-03-09T00:00:00.0000000,Rugby Union,44893.9328
2014-03-09T00:00:00.0000000,Soccer,315176.864
2014-03-09T00:00:00.0000000,Tennis,364049.0176
2014-03-10T00:00:00.0000000,Cricket,470.4768
2014-03-10T00:00:00.0000000,Rugby League,92301.0432
